user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5aeaf66279d448000163e25d	Psychology_tweet_258_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: ""><b>Finding:</b></span> ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: "				4																					[]	[{'start': 452, 'end': 469, 'span': 'qualitative study', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
603440fb5478fc266d855faf	Psychology_25_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In the brains of those living with depressive problems, they discovered a strong connection between the dorsolateral prefrontal cortex (associated with short-term memory), the precuneus (associated with the self), and the lateral orbitofrontal cortex (associated with negative emotion). The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality.""><b>Finding:</b></span> The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality."	3																								[]	[{'start': 774, 'end': 780, 'span': 'showed', 'annotation': 'Words indicating certainty'}, {'start': 831, 'end': 839, 'span': 'relation', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_79_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified. Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus. 35 These findings support the theory that the nonreward system in the lateral orbitofrontal cortex has increased influence on areas in which the self is represented, which results in low self-esteem, with the increased connectivity to the prefrontal cortex short-term memory system contributing to the rumination symptoms characteristic of depression.""><b>Finding:</b></span> Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus."			2																						[{'start': 962, 'end': 972, 'span': 'associated', 'annotation': 'Words indicating uncertainty'}]	[]
603440fb5478fc266d855faf	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
603440fb5478fc266d855faf	Psychology_272_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This complicated physiological mechanism may underlie the observed coupling between the partners. It was demonstrated that warm touch can increase the levels of plasma oxytocin, and reduce stress 78 and depression 79 . Thus, future research should test the role of oxytocin in touch-related analgesia.""><b>Finding:</b></span> It was demonstrated that warm touch can increase the levels of plasma oxytocin, and reduce stress 78 and depression 79 ."	3																								[{'start': 520, 'end': 523, 'span': 'can', 'annotation': 'Words indicating uncertainty'}]	[{'start': 491, 'end': 503, 'span': 'demonstrated', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_410_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The findings revealed that marijuana users showed significantly lower dopamine responses compared to healthy controls, according to personality tests and brain scans. ""Marijuana abusers show lower positive and higher negative emotionality scores than controls, which is consistent, on one hand, with lower reward sensitivity and motivation and, on the other hand, with increased stress reactivity and irritability,"" researchers wrote in the study. ""We found that marijuana abusers display attenuated dopamine (DA) responses to MP, including reduced decreases in striatal distribution volumes.""><b>Finding:</b></span> ""Marijuana abusers show lower positive and higher negative emotionality scores than controls, which is consistent, on one hand, with lower reward sensitivity and motivation and, on the other hand, with increased stress reactivity and irritability,"" researchers wrote in the study."	3																								[]	[{'start': 888, 'end': 893, 'span': 'show ', 'annotation': 'Words indicating certainty'}, {'start': 972, 'end': 983, 'span': 'consistent,', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_1_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results: With a total of 4986 ASD cases, our study showed that regardless of cultural background circumcised boys were more likely than intact boys to develop ASD before age 10 years (HR ¼ 1.46; 95% CI: 1.11-1.93). Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13). Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96).""><b>Finding:</b></span> Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13)."	3																								[]	[{'start': 626, 'end': 653, 'span': 'Risk was particularly high ', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_tweet_258_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Now I can save more money and I can spend it on travelling.' In the domain of purpose in life, the participants indicated three specific motives for remaining in the work force. You are not standing on the sideline, which is something what happens if you are ageing.""><b>Finding:</b></span> In the domain of purpose in life, the participants indicated three specific motives for remaining in the work force."				4																					[]	[{'start': 499, 'end': 510, 'span': ' indicated ', 'annotation': 'Words indicating certainty'}, {'start': 516, 'end': 525, 'span': 'specific ', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_1_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Regardless of background, the team explains, ""circumcised boys were more likely than intact boys to develop ASD before age 10 years."" What's more, ""risk was particularly high for infantile autism before age 5 years."" That number may be so low due to overwhelming beliefs that the practice equates to genital mutilation, while stateside it may be considered more comparable to dental braces.""><b>Finding:</b></span> What's more, ""risk was particularly high for infantile autism before age 5 years."""	3																								[]	[{'start': 672, 'end': 698, 'span': 'risk was particularly high', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_410_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In marijuana abusers, DA responses in ventral striatum were also inversely correlated with addiction severity and craving. The attenuated responses to MP, including reduced decreases in striatal DVs, are consistent with decreased brain reactivity to the DA stimulation in marijuana abusers that might contribute to their negative emotionality (increased stress reactivity and irritability) and addictive behaviors. ).""><b>Finding:</b></span> The attenuated responses to MP, including reduced decreases in striatal DVs, are consistent with decreased brain reactivity to the DA stimulation in marijuana abusers that might contribute to their negative emotionality (increased stress reactivity and irritability) and addictive behaviors."			2																						[{'start': 772, 'end': 788, 'span': 'might contribute', 'annotation': 'Words indicating uncertainty'}]	[]
603440fb5478fc266d855faf	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
603440fb5478fc266d855faf	Psychology_25_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The brain areas with increased functional connectivity associated with both sleep and Depressive Problems scores included the lateral orbitofrontal cortex, dorsolateral prefrontal cortex, anterior and posterior cingulate cortices, insula, parahippocampal gyrus, hippocampus, amygdala, temporal cortex, and precuneus. A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001). CONCLUSIONS AND RELEVANCE The implication of these findings is that the increased functional connectivity between these brain regions provides a neural basis for the association between depression and poor sleep quality.""><b>Finding:</b></span> A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001)."	3																								[]	[{'start': 903, 'end': 918, 'span': 'analysis showed', 'annotation': 'Words indicating certainty'}, {'start': 956, 'end': 980, 'span': 'underlie the association', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Psychology_79_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality. ""This study may also have implications for a deeper understanding of depression,"" adds professor Edmund Rolls.""><b>Finding:</b></span> The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality."				4																					[]	[{'start': 650, 'end': 658, 'span': 'conclude', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	Experience.html	Experience													5		3						2				[]	[]
603440fb5478fc266d855faf	Psychology_272_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The more physiologically synchronized they were, the less pain she felt. ""It could be that touch is a tool for communicating empathy, resulting in an analgesic, or pain-killing, effect,"" said Goldstein. Further research is necessary to figure out precisely how a partner's touch eases pain.""><b>Finding:</b></span> ""It could be that touch is a tool for communicating empathy, resulting in an analgesic, or pain-killing, effect,"" said Goldstein."			2																						[{'start': 556, 'end': 567, 'span': 'It could be', 'annotation': 'Words indicating uncertainty'}]	[]
603440fb5478fc266d855faf	Psychology_tweet_258_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: ""><b>Finding:</b></span> ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: "				4																					[]	[{'start': 367, 'end': 370, 'span': 'is ', 'annotation': 'Words indicating certainty'}, {'start': 399, 'end': 402, 'span': 'Why', 'annotation': 'Words indicating certainty'}]
603440fb5478fc266d855faf	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.	3																								[]	[]
5f2af90688d9b246791ba03d	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
5f2af90688d9b246791ba03d	Psychology_25_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In the brains of those living with depressive problems, they discovered a strong connection between the dorsolateral prefrontal cortex (associated with short-term memory), the precuneus (associated with the self), and the lateral orbitofrontal cortex (associated with negative emotion). The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality.""><b>Finding:</b></span> The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality."				4																					[]	[{'start': 774, 'end': 780, 'span': 'showed', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Psychology_79_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified. Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus. 35 These findings support the theory that the nonreward system in the lateral orbitofrontal cortex has increased influence on areas in which the self is represented, which results in low self-esteem, with the increased connectivity to the prefrontal cortex short-term memory system contributing to the rumination symptoms characteristic of depression.""><b>Finding:</b></span> Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus."				4																					[]	[{'start': 962, 'end': 972, 'span': 'associated', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
5f2af90688d9b246791ba03d	Psychology_272_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This complicated physiological mechanism may underlie the observed coupling between the partners. It was demonstrated that warm touch can increase the levels of plasma oxytocin, and reduce stress 78 and depression 79 . Thus, future research should test the role of oxytocin in touch-related analgesia.""><b>Finding:</b></span> It was demonstrated that warm touch can increase the levels of plasma oxytocin, and reduce stress 78 and depression 79 ."			2																						[{'start': 520, 'end': 523, 'span': 'can', 'annotation': 'Words indicating uncertainty'}]	[]
5f2af90688d9b246791ba03d	Psychology_410_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The findings revealed that marijuana users showed significantly lower dopamine responses compared to healthy controls, according to personality tests and brain scans. ""Marijuana abusers show lower positive and higher negative emotionality scores than controls, which is consistent, on one hand, with lower reward sensitivity and motivation and, on the other hand, with increased stress reactivity and irritability,"" researchers wrote in the study. ""We found that marijuana abusers display attenuated dopamine (DA) responses to MP, including reduced decreases in striatal distribution volumes.""><b>Finding:</b></span> ""Marijuana abusers show lower positive and higher negative emotionality scores than controls, which is consistent, on one hand, with lower reward sensitivity and motivation and, on the other hand, with increased stress reactivity and irritability,"" researchers wrote in the study."				4																					[]	[{'start': 887, 'end': 892, 'span': ' show', 'annotation': 'Words indicating certainty'}, {'start': 1130, 'end': 1135, 'span': 'wrote', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Psychology_1_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results: With a total of 4986 ASD cases, our study showed that regardless of cultural background circumcised boys were more likely than intact boys to develop ASD before age 10 years (HR ¼ 1.46; 95% CI: 1.11-1.93). Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13). Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96).""><b>Finding:</b></span> Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13)."				4																					[]	[{'start': 631, 'end': 634, 'span': 'was', 'annotation': 'Words indicating certainty'}, {'start': 697, 'end': 725, 'span': 'HR ¼ 2.06; 95% CI: 1.36-3.13', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Psychology_tweet_258_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Now I can save more money and I can spend it on travelling.' In the domain of purpose in life, the participants indicated three specific motives for remaining in the work force. You are not standing on the sideline, which is something what happens if you are ageing.""><b>Finding:</b></span> In the domain of purpose in life, the participants indicated three specific motives for remaining in the work force."				4																					[]	[{'start': 500, 'end': 509, 'span': 'indicated', 'annotation': 'Words indicating certainty'}, {'start': 516, 'end': 524, 'span': 'specific', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Psychology_1_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Regardless of background, the team explains, ""circumcised boys were more likely than intact boys to develop ASD before age 10 years."" What's more, ""risk was particularly high for infantile autism before age 5 years."" That number may be so low due to overwhelming beliefs that the practice equates to genital mutilation, while stateside it may be considered more comparable to dental braces.""><b>Finding:</b></span> What's more, ""risk was particularly high for infantile autism before age 5 years."""				4																					[]	"[{'start': 658, 'end': 669, 'span': ""What's more"", 'annotation': 'Words indicating certainty'}, {'start': 677, 'end': 680, 'span': 'was', 'annotation': 'Words indicating certainty'}]"
5f2af90688d9b246791ba03d	Psychology_410_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In marijuana abusers, DA responses in ventral striatum were also inversely correlated with addiction severity and craving. The attenuated responses to MP, including reduced decreases in striatal DVs, are consistent with decreased brain reactivity to the DA stimulation in marijuana abusers that might contribute to their negative emotionality (increased stress reactivity and irritability) and addictive behaviors. ).""><b>Finding:</b></span> The attenuated responses to MP, including reduced decreases in striatal DVs, are consistent with decreased brain reactivity to the DA stimulation in marijuana abusers that might contribute to their negative emotionality (increased stress reactivity and irritability) and addictive behaviors."		1																							[{'start': 772, 'end': 778, 'span': 'might ', 'annotation': 'Words indicating uncertainty'}]	[]
5f2af90688d9b246791ba03d	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
5f2af90688d9b246791ba03d	Psychology_25_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The brain areas with increased functional connectivity associated with both sleep and Depressive Problems scores included the lateral orbitofrontal cortex, dorsolateral prefrontal cortex, anterior and posterior cingulate cortices, insula, parahippocampal gyrus, hippocampus, amygdala, temporal cortex, and precuneus. A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001). CONCLUSIONS AND RELEVANCE The implication of these findings is that the increased functional connectivity between these brain regions provides a neural basis for the association between depression and poor sleep quality.""><b>Finding:</b></span> A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001)."				4																					[]	[{'start': 912, 'end': 919, 'span': 'showed ', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Psychology_79_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality. ""This study may also have implications for a deeper understanding of depression,"" adds professor Edmund Rolls.""><b>Finding:</b></span> The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality."				4																					[]	[{'start': 649, 'end': 658, 'span': ' conclude', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	Experience.html	Experience													5	4								1			[]	[]
5f2af90688d9b246791ba03d	Psychology_272_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The more physiologically synchronized they were, the less pain she felt. ""It could be that touch is a tool for communicating empathy, resulting in an analgesic, or pain-killing, effect,"" said Goldstein. Further research is necessary to figure out precisely how a partner's touch eases pain.""><b>Finding:</b></span> ""It could be that touch is a tool for communicating empathy, resulting in an analgesic, or pain-killing, effect,"" said Goldstein."			2																						[{'start': 559, 'end': 564, 'span': 'could', 'annotation': 'Words indicating uncertainty'}]	[]
5f2af90688d9b246791ba03d	Psychology_tweet_258_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: ""><b>Finding:</b></span> ""‘Working is healthy; it keeps you young"" Why older workers work beyond the retirement age - a qualitative study: "				4																					[]	[{'start': 452, 'end': 470, 'span': 'qualitative study:', 'annotation': 'Words indicating certainty'}]
5f2af90688d9b246791ba03d	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.	3																								[]	[]
5feeec52d92c4a9ea0c52250	Psychology_407_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The direct effect of head tilt on perceptions of dominance while controlling for eyebrow V-shape was significant but partially attenuated, b = .17, t = 3.26, p < .001, 95% CI: [.07 to .27]. Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]. Follow-up models outlining the a and b pathways while estimating additional random slopes and covariates, or using different analyses (e.g., repeated measures ANOVA), did not change the statistical significance or the direction of other pathways in the model (see Table 1 and SOM-U).""><b>Finding:</b></span> Finally, the indirect effect of head tilt on perceptions of dominance via eyebrow V-shape was significant, b =.16, p < .01, 95% CI [.11 to .22]."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
5feeec52d92c4a9ea0c52250	Psychology_322_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The main message from this study is that ophthalmologists should be more aware of the risks of developing dementia for people with these eye conditions and primary care doctors seeing patients with these eye conditions might be more careful on checking on possible dementia or memory loss,"" Lee explained in a university news release. Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said. ""What we found was not subtle,"" said Paul Crane, a professor of medicine at the university.""><b>Finding:</b></span> Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_315_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We suggest that the task used in the present study is sensitive to more implicit processes that are relatively automatic in TD individuals but absent or limited in those with ASD. Another finding was the reduced activation in the cerebellum, specifically in Crus I, in the ASD group. Mostofsky and colleagues found weaker functional connectivity between the cerebellum and motor areas during motor task performance, while Khan and colleagues found weaker functional connectivity between cerebellum and areas associated with higher cognitive functioning (prefrontal, parietal, and temporal) in ASD compared to TD participants.""><b>Finding:</b></span> Another finding was the reduced activation in the cerebellum, specifically in Crus I, in the ASD group."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_444_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Of note, PF is not due to worse recovery from the effects of IFN-α treatment per se, since the changes in clinical symptoms over the sixmonths post-treatment reveal a similar rate of recovery in both the PF and the RF groups. Our study confirms and extends findings from previous longitudinal studies of post-infective fatigue syndrome, which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) . Interestingly, by adding a 'baseline' assessment before IFN-α (i.e., equivalent to a hitherto unavailable fatigue measurement before the infection), our study shows that pre-treatment levels of fatigue are not a good predictor of the development of CFS in response to an immune challenge.""><b>Finding:</b></span> Our study confirms and extends findings from previous longitudinal studies of post-infective fatigue syndrome, which have observed greater fatigue at initial presentation to clinics, around four weeks post-infection, in those who would go on to experience persistent fatigue VollmerConna et al., 2007) ."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_tweet_120_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The critical interaction term was significant for all three assessed outcomes (all ps < .05). Simple slope analyses indicated that high-SOI participants who had casual sex over the academic year had higher self-esteem (B ¼ 0.14, SE ¼ 0.06, p ¼ .025) and marginally lower depression (B ¼ À0.12, SE ¼ 0.07, p ¼ .091) and anxiety (B ¼ À0.11, SE ¼ 0.06, p ¼ .086) than high-SOI participants who did not have casual sex (Figure 3) . Among low-SOI participants, those who had casual sex did not differ significantly from those who did not have casual sex on self-esteem (B ¼ À0.10, SE ¼ 0.07, p ¼ .168), depression (B ¼ 0.13, SE ¼ 0.08, p ¼ .104), or anxiety (B ¼ 0.11, SE ¼ 0.07, p ¼ .130).""><b>Finding:</b></span> Simple slope analyses indicated that high-SOI participants who had casual sex over the academic year had higher self-esteem (B ¼ 0.14, SE ¼ 0.06, p ¼ .025) and marginally lower depression (B ¼ À0.12, SE ¼ 0.07, p ¼ .091) and anxiety (B ¼ À0.11, SE ¼ 0.06, p ¼ .086) than high-SOI participants who did not have casual sex (Figure 3) ."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_tweet_120_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex  ""><b>Finding:</b></span> Thosewho were sociosexually unrestricted reported lower stress and greater overall emotional health after casual sex  "				4																					[]	[]
5feeec52d92c4a9ea0c52250	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
5feeec52d92c4a9ea0c52250	Psychology_407_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: That is, participants rated downward-tilted heads as more dominant even when they could only see the eyes and eyebrows; this was not true when the rest of the face was visible and the eyes and eyebrows were obscured. Two more experiments indicated that the angle of the eyebrows drove this effect -- downward-tilted heads had eyebrows that appeared to take more of a V shape, even though the eyebrows had not moved from a neutral position, and this was associated with perceptions of dominance. ""In other words, tilting the head downward can have the same effect on social perceptions as does lowering one's eyebrows -- a movement made by the corrugator muscle, known as Action Unit 4 in the Facial Action Coding System -- but without any actual facial movement,"" say Witkower and Tracy.""><b>Finding:</b></span> Two more experiments indicated that the angle of the eyebrows drove this effect -- downward-tilted heads had eyebrows that appeared to take more of a V shape, even though the eyebrows had not moved from a neutral position, and this was associated with perceptions of dominance."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_322_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Restricting to probable AD (n 5 522) resulted in similar estimates for recent ( For all-cause dementia, glaucoma risks were attenuated though still non-null for recent diagnosis. Recent and established AMD and DR were associated with allcause dementia, and risks for DR were much larger (Supplementary Table 1 ). Models with non-AD dementia that treated AD as a competing risk confirmed the expected strong relationship between DR and non-AD dementia (Supplementary Table 1 ).""><b>Finding:</b></span> Recent and established AMD and DR were associated with allcause dementia, and risks for DR were much larger (Supplementary Table 1 )."				4																					[]	[]
5feeec52d92c4a9ea0c52250	Psychology_444_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Those 18 patients had a much stronger immune response during treatment with interferon-alpha, with a doubling in the levels of immune system messenger molecules called interleukin-10 and interleukin-6, according to the report. Even before treatment started, levels of interleukin-10 were higher among the 18 patients who later developed long-term fatigue, suggesting the immune system may have been primed to overreact, the study authors explained. Yet, there was no difference before treatments between the groups in their levels of fatigue or in psychiatric symptoms, like depression or recent stressful events, the scientists noted.""><b>Finding:</b></span> Even before treatment started, levels of interleukin-10 were higher among the 18 patients who later developed long-term fatigue, suggesting the immune system may have been primed to overreact, the study authors explained."	3																								[]	[]
5feeec52d92c4a9ea0c52250	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
5feeec52d92c4a9ea0c52250	Psychology_tweet_50_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Do we feel emotions in our bodies? ""><b>Finding:</b></span> Do we feel emotions in our bodies? "		1																							[]	[]
5feeec52d92c4a9ea0c52250	Experience.html	Experience													5	4								1			[]	[]
