user	instance_id	displayed_text	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::Explicitly states: no relation	how-causal-is-the-finding:::Correlation	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Causation</div>	span_annotation:::Explicit mentions of no relation	span_annotation:::Correlation
614df31f331fc44a9648fe7f	Medicine_171_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because of interstate migration and the long duration between HPV infection and resultant cervical cancer, much of the benefit of vaccination will be realized beyond a state's borders. Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine. Both of these vaccines are highly efficacious against HPV-16 and HPV-18 and are partially efficacious against other non-vaccine-targeted oncogenic serotypes .""><b>Finding:</b></span> Therefore, both cervical cancer incidence and expenditure can be substantially reduced if the states coordinate policies to promote expansion of coverage, particularly for the new nonavalent vaccine."				2																					[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_75_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Among boys in Muslim families, risk of hyperkinetic disorder did not depend on the boys' foreskin status (HR ¼ 1.08; 95% CI: 0.77-1.52). However, risk was significantly increased among circumcised boys in non-Muslim families (HR ¼ 1.81; 95% CI: 1.11-2.96), and risk appeared to be particularly high in the <5 years age window (HR ¼ 3.60; 95% CI: 1.16-11.18), although the latter observation was based on only three cases. Associations of ritual circumcision with risk of asthma were consistently negative, both in the 0-4 years (HR ¼ 0.91; 95% CI: 0.78-1.06) and the 5-9 years age interval (HR ¼ 1.16; 95% CI: 0.89-1.51), yielding an inconspicuous overall HR estimate (HR ¼ 0.96; 95% CI: 0.84-1.10) based on a total of 235 cases of asthma in circumcised boys versus 29,002 cases in intact boys.""><b>Finding:</b></span> However, risk was significantly increased among circumcised boys in non-Muslim families (HR ¼ 1.81; 95% CI: 1.11-2.96), and risk appeared to be particularly high in the <5 years age window (HR ¼ 3.60; 95% CI: 1.16-11.18), although the latter observation was based on only three cases."				2																					[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_tweet_47_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Bed bugs evolved unique adaptive strategy to resist pyrethroid ...: Recent advances in genomic and post-genomi... ""><b>Finding:</b></span> Bed bugs evolved unique adaptive strategy to resist pyrethroid ...: Recent advances in genomic and post-genomi... "		3																							[]	[]	[]	[]
614df31f331fc44a9648fe7f	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.				2																					[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_435_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: / no comments

Medicine, Health Care Weight Flux Alters Molecular Profile,... As people pack on pounds or shed excess weight, they exhibit notable changes in their microbiome, cardiovascular system, immune system and levels of gene expression, the study found. ""Omics"" is equivalent to tacking on ""the study of"" to the names of areas of biological inquiry.""><b>Finding:</b></span> As people pack on pounds or shed excess weight, they exhibit notable changes in their microbiome, cardiovascular system, immune system and levels of gene expression, the study found."				2																					[]	[]	[]	[]
614df31f331fc44a9648fe7f	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_435_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Graphical Abstract Highlights d Analysis of insulin-sensitive and -resistant individuals across multiple omes d We reveal molecular changes in the human body after modest short-term weight gain d Reversal of short-term weight gain eliminates negative molecular alterations d Open-access multi-omic resource for further bioinformatics developments Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain. As such, a more comprehensive molecular profiling approach may offer novel insights into the diversity of systemic responses to the increase in body fat stores.""><b>Finding:</b></span> Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain."		3																							[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_25_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""These differences need to be taken into account when treating urinary dysfunction in order to provide optimal treatment for both women and men."" The authors note that the review paper should serve as an overview of the current knowledge regarding sex differences in the lower urinary tract, as well as a catalyst for investigators seeking to contribute to the field. Further investigation of sex differences in lower urinary tract cell types is necessary to better develop our understanding of normal and abnormal function, and specifically, the paper states that more research is needed regarding:""><b>Finding:</b></span> The authors note that the review paper should serve as an overview of the current knowledge regarding sex differences in the lower urinary tract, as well as a catalyst for investigators seeking to contribute to the field."		3																							[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_75_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They found that regardless of cultural background circumcised boys may run a greater risk of developing ASD. The researchers also made the observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families. Risk was particularly high for infantile autism before the age of five, at least in epidemiology.""><b>Finding:</b></span> The researchers also made the observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families."		3																							[]	[]	[]	[]
614df31f331fc44a9648fe7f	Medicine_tweet_151_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The two symptomatic classes clearly represented the dimensionality of the new proposed AUD criteria, and could be more specifically targeted by different prevention or treatment strategies. DSM-5-AUD has the advantage of shedding light on risky drinkers included in the ""use in larger amounts class"", allowing for preventive interventions, which will reach a large number of individuals. As reported by nearly a quarter of all current alcohol users , this totals 11 criteria .""><b>Finding:</b></span> DSM-5-AUD has the advantage of shedding light on risky drinkers included in the ""use in larger amounts class"", allowing for preventive interventions, which will reach a large number of individuals."		3																							[]	[]	[]	[]
614df31f331fc44a9648fe7f	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
613a49ba0eae835719765d0d	Medicine_80_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Our efforts to model the adult form of SMA were successful,"" says Kentaro Sahashi, M.D., Ph.D., a postdoctoral researcher and neurologist who is first author of the team's new paper. ""We observed delayed onset of motor neuron dysfunction; we noted also that SMN2 mis-splicing increases during the late stages of SMA, likely accelerating its progression in the body. We noted, importantly, marked liver and heart pathologies that were related to SMA's progression in adults.""""><b>Finding:</b></span> ""We observed delayed onset of motor neuron dysfunction; we noted also that SMN2 mis-splicing increases during the late stages of SMA, likely accelerating its progression in the body."				2																					[]	[]	[]	[]
613a49ba0eae835719765d0d	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
613a49ba0eae835719765d0d	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]	[]
613a49ba0eae835719765d0d	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_405_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This difference could account for the difference in probability matching between the samples. These results suggest that gamblers are more willing to bet impulsively on perceived illusory patterns. From a money-maximization perspective, most gambling is irrational: the statistical expectation of losses is greater than that of gains.""><b>Finding:</b></span> These results suggest that gamblers are more willing to bet impulsively on perceived illusory patterns."		3																							[{'start': 573, 'end': 620, 'span': 'bet impulsively on perceived illusory patterns.', 'annotation': 'Causation'}]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_69_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Noise levels in the world's oceans are on the rise and this new study found that dolphins are simplifying their calls to be heard over noise from recreational boats and other vessels in nearby shipping lanes ""><b>Finding:</b></span> Noise levels in the world's oceans are on the rise and this new study found that dolphins are simplifying their calls to be heard over noise from recreational boats and other vessels in nearby shipping lanes "				2																					[]	[]	[]	[{'start': 418, 'end': 440, 'span': 'oceans are on the rise', 'annotation': 'Correlation'}, {'start': 471, 'end': 530, 'span': 'dolphins are simplifying their calls to be heard over noise', 'annotation': 'Correlation'}]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_120_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 19, 22 Increasing adoption of additional primary prevention strategies, such as risk factor modification and development of public health initiatives, may limit the applicability of earlier studies to current practice. In this meta-analysis, the use of aspirin in individuals without cardiovascular disease was associated with a lower risk of cardiovascular events and an increased risk of major bleeding. This information may inform discussions with patients about aspirin for primary prevention of cardiovascular events and bleeding.""><b>Finding:</b></span> In this meta-analysis, the use of aspirin in individuals without cardiovascular disease was associated with a lower risk of cardiovascular events and an increased risk of major bleeding."		3																							[{'start': 751, 'end': 904, 'span': ' aspirin in individuals without cardiovascular disease was associated with a lower risk of cardiovascular events and an increased risk of major bleeding.', 'annotation': 'Causation'}]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_65_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, it is still possible that different types of exposure could have differential cumulative impact over time, which would only become apparent in a longitudinal study. Continued exposure to Barbie in early childhood may lead girls to not only adopt a thin ideal but also, in combination with a variety of other thin-ideal transmitters, may prime them to more readily accept future thin-ideal promoting messages. Future research is necessary to establish this link.""><b>Finding:</b></span> Continued exposure to Barbie in early childhood may lead girls to not only adopt a thin ideal but also, in combination with a variety of other thin-ideal transmitters, may prime them to more readily accept future thin-ideal promoting messages."		3																							[{'start': 662, 'end': 747, 'span': ' exposure to Barbie in early childhood may lead girls to not only adopt a thin ideal ', 'annotation': 'Causation'}]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_80_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Our efforts to model the adult form of SMA were successful,"" says Kentaro Sahashi, M.D., Ph.D., a postdoctoral researcher and neurologist who is first author of the team's new paper. ""We observed delayed onset of motor neuron dysfunction; we noted also that SMN2 mis-splicing increases during the late stages of SMA, likely accelerating its progression in the body. We noted, importantly, marked liver and heart pathologies that were related to SMA's progression in adults.""""><b>Finding:</b></span> ""We observed delayed onset of motor neuron dysfunction; we noted also that SMN2 mis-splicing increases during the late stages of SMA, likely accelerating its progression in the body."	1																								[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_65_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Do you think Barbie has an effect on our body image?
  
In this recent study, the impact of different types of... ""><b>Finding:</b></span> Do you think Barbie has an effect on our body image?
  
In this recent study, the impact of different types of... "	1																								[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Experience.html	Experience								5			1						3								[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_88_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Multi #omics analysis of individuals during periods of weight loss &amp; gain  #systemsbiology""><b>Finding:</b></span> Multi #omics analysis of individuals during periods of weight loss &amp; gain  #systemsbiology"			4																						[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.				2																					[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_405_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Such aEUR~probability matchingaEUR(tm) only yields an expected accuracy of 55.6 percent. The results showed that gamblers demonstrated more probability matching behavior and are thus obviously more likely to perceive illusory patterns. Gamblers also scored much lower on the cognitive reflection task, which measures impulsivity.""><b>Finding:</b></span> The results showed that gamblers demonstrated more probability matching behavior and are thus obviously more likely to perceive illusory patterns."	1																								[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_88_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Graphical Abstract Highlights d Analysis of insulin-sensitive and -resistant individuals across multiple omes d We reveal molecular changes in the human body after modest short-term weight gain d Reversal of short-term weight gain eliminates negative molecular alterations d Open-access multi-omic resource for further bioinformatics developments Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain. As such, a more comprehensive molecular profiling approach may offer novel insights into the diversity of systemic responses to the increase in body fat stores.""><b>Finding:</b></span> Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain."				2																					[]	[]	[]	[{'start': 877, 'end': 1065, 'span': ' Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain.', 'annotation': 'Correlation'}]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_120_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In @username  

Bottom line of this latest analysis calculates out as follows: For every 265 folks taking #aspirin for median 5 years, 1 #heartattack, #stroke or death is likely prevented &amp; for every 210 folks on aspirin, 1 serious bleeding event occurs""><b>Finding:</b></span> In @username  

Bottom line of this latest analysis calculates out as follows: For every 265 folks taking #aspirin for median 5 years, 1 #heartattack, #stroke or death is likely prevented &amp; for every 210 folks on aspirin, 1 serious bleeding event occurs"				2																					[{'start': 522, 'end': 700, 'span': 'For every 265 folks taking #aspirin for median 5 years, 1 #heartattack, #stroke or death is likely prevented &amp; for every 210 folks on aspirin, 1 serious bleeding event occurs', 'annotation': 'Causation'}]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_tweet_69_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The ambient noise environment could also affect vocal learning, as young animals exposed to elevated noise may hear adjusted calls from conspecifics . In addition to modifying the shape, dolphin whistles were also higher frequency during increased broadband and 2.5 kHz TOL ambient noise immediately prior to the call. Increased low-frequency ambient noise may be causing dolphins to change their vocalization behaviour to avoid or compensate for masking.""><b>Finding:</b></span> In addition to modifying the shape, dolphin whistles were also higher frequency during increased broadband and 2.5 kHz TOL ambient noise immediately prior to the call."	1																								[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Medicine_80_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Systemic ASO injection elicited marked liver and heart pathologies, and resulted in decreased levels of circulating IGF1. SMN2 mis-splicing increased during late-stage disease. Our study also suggests that high SMN levels are not as critical in adults, and there is a broad therapeutic time window for treatment of adult-onset SMA.""><b>Finding:</b></span> SMN2 mis-splicing increased during late-stage disease."	1																								[]	[]	[]	[]
5f2dc3b1a2052d0fc281a2c4	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_405_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This difference could account for the difference in probability matching between the samples. These results suggest that gamblers are more willing to bet impulsively on perceived illusory patterns. From a money-maximization perspective, most gambling is irrational: the statistical expectation of losses is greater than that of gains.""><b>Finding:</b></span> These results suggest that gamblers are more willing to bet impulsively on perceived illusory patterns."	1																								[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_69_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Noise levels in the world's oceans are on the rise and this new study found that dolphins are simplifying their calls to be heard over noise from recreational boats and other vessels in nearby shipping lanes ""><b>Finding:</b></span> Noise levels in the world's oceans are on the rise and this new study found that dolphins are simplifying their calls to be heard over noise from recreational boats and other vessels in nearby shipping lanes "		3																							[{'start': 471, 'end': 530, 'span': 'dolphins are simplifying their calls to be heard over noise', 'annotation': 'Causation'}]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_120_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 19, 22 Increasing adoption of additional primary prevention strategies, such as risk factor modification and development of public health initiatives, may limit the applicability of earlier studies to current practice. In this meta-analysis, the use of aspirin in individuals without cardiovascular disease was associated with a lower risk of cardiovascular events and an increased risk of major bleeding. This information may inform discussions with patients about aspirin for primary prevention of cardiovascular events and bleeding.""><b>Finding:</b></span> In this meta-analysis, the use of aspirin in individuals without cardiovascular disease was associated with a lower risk of cardiovascular events and an increased risk of major bleeding."				2																					[]	[]	[]	[{'start': 805, 'end': 820, 'span': ' was associated', 'annotation': 'Correlation'}, {'start': 867, 'end': 885, 'span': ' an increased risk', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_65_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, it is still possible that different types of exposure could have differential cumulative impact over time, which would only become apparent in a longitudinal study. Continued exposure to Barbie in early childhood may lead girls to not only adopt a thin ideal but also, in combination with a variety of other thin-ideal transmitters, may prime them to more readily accept future thin-ideal promoting messages. Future research is necessary to establish this link.""><b>Finding:</b></span> Continued exposure to Barbie in early childhood may lead girls to not only adopt a thin ideal but also, in combination with a variety of other thin-ideal transmitters, may prime them to more readily accept future thin-ideal promoting messages."		3																							[{'start': 701, 'end': 719, 'span': 'may lead girls to ', 'annotation': 'Causation'}, {'start': 820, 'end': 839, 'span': ' may prime them to ', 'annotation': 'Causation'}]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_80_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Our efforts to model the adult form of SMA were successful,"" says Kentaro Sahashi, M.D., Ph.D., a postdoctoral researcher and neurologist who is first author of the team's new paper. ""We observed delayed onset of motor neuron dysfunction; we noted also that SMN2 mis-splicing increases during the late stages of SMA, likely accelerating its progression in the body. We noted, importantly, marked liver and heart pathologies that were related to SMA's progression in adults.""""><b>Finding:</b></span> ""We observed delayed onset of motor neuron dysfunction; we noted also that SMN2 mis-splicing increases during the late stages of SMA, likely accelerating its progression in the body."		3																							[{'start': 919, 'end': 967, 'span': 'likely accelerating its progression in the body.', 'annotation': 'Causation'}]	[]	[]	[{'start': 855, 'end': 917, 'span': 'that SMN2 mis-splicing increases during the late stages of SMA', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_65_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Do you think Barbie has an effect on our body image?
  
In this recent study, the impact of different types of... ""><b>Finding:</b></span> Do you think Barbie has an effect on our body image?
  
In this recent study, the impact of different types of... "	1																								[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Experience.html	Experience								5				3							2						[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_88_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Multi #omics analysis of individuals during periods of weight loss &amp; gain  #systemsbiology""><b>Finding:</b></span> Multi #omics analysis of individuals during periods of weight loss &amp; gain  #systemsbiology"	1																								[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.				2																					[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_405_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Such aEUR~probability matchingaEUR(tm) only yields an expected accuracy of 55.6 percent. The results showed that gamblers demonstrated more probability matching behavior and are thus obviously more likely to perceive illusory patterns. Gamblers also scored much lower on the cognitive reflection task, which measures impulsivity.""><b>Finding:</b></span> The results showed that gamblers demonstrated more probability matching behavior and are thus obviously more likely to perceive illusory patterns."				2																					[]	[]	[]	[{'start': 599, 'end': 629, 'span': ' thus obviously more likely to', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_88_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Graphical Abstract Highlights d Analysis of insulin-sensitive and -resistant individuals across multiple omes d We reveal molecular changes in the human body after modest short-term weight gain d Reversal of short-term weight gain eliminates negative molecular alterations d Open-access multi-omic resource for further bioinformatics developments Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain. As such, a more comprehensive molecular profiling approach may offer novel insights into the diversity of systemic responses to the increase in body fat stores.""><b>Finding:</b></span> Extensive multi-omic profiling of the blood and microbiomes of healthy and insulin-resistant humans as they gain and lose weight reveals insights into the systemic impacts of weight gain."				2																					[]	[]	[]	[{'start': 1007, 'end': 1065, 'span': 'reveals insights into the systemic impacts of weight gain.', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_120_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In @username  

Bottom line of this latest analysis calculates out as follows: For every 265 folks taking #aspirin for median 5 years, 1 #heartattack, #stroke or death is likely prevented &amp; for every 210 folks on aspirin, 1 serious bleeding event occurs""><b>Finding:</b></span> In @username  

Bottom line of this latest analysis calculates out as follows: For every 265 folks taking #aspirin for median 5 years, 1 #heartattack, #stroke or death is likely prevented &amp; for every 210 folks on aspirin, 1 serious bleeding event occurs"		3																							[{'start': 611, 'end': 631, 'span': 'is likely prevented ', 'annotation': 'Causation'}]	[]	[]	[{'start': 694, 'end': 700, 'span': 'occurs', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]	[]
5f0e1d1b9289a50c450a6d93	Medicine_tweet_69_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The ambient noise environment could also affect vocal learning, as young animals exposed to elevated noise may hear adjusted calls from conspecifics . In addition to modifying the shape, dolphin whistles were also higher frequency during increased broadband and 2.5 kHz TOL ambient noise immediately prior to the call. Increased low-frequency ambient noise may be causing dolphins to change their vocalization behaviour to avoid or compensate for masking.""><b>Finding:</b></span> In addition to modifying the shape, dolphin whistles were also higher frequency during increased broadband and 2.5 kHz TOL ambient noise immediately prior to the call."				2																					[]	[]	[]	[{'start': 682, 'end': 774, 'span': 'whistles were also higher frequency during increased broadband and 2.5 kHz TOL ambient noise', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Medicine_80_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Systemic ASO injection elicited marked liver and heart pathologies, and resulted in decreased levels of circulating IGF1. SMN2 mis-splicing increased during late-stage disease. Our study also suggests that high SMN levels are not as critical in adults, and there is a broad therapeutic time window for treatment of adult-onset SMA.""><b>Finding:</b></span> SMN2 mis-splicing increased during late-stage disease."				2																					[]	[]	[]	[{'start': 532, 'end': 548, 'span': 'increased during', 'annotation': 'Correlation'}]
5f0e1d1b9289a50c450a6d93	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]	[]
614cc6c508e8b1315cdac22d	Medicine_33_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Interestingly, AP-1 is essential for MHC complex I downregulation and immune escape upon HIV infection . In summary, the presented evidence supports a major role of negative selection in cancer evolution, which has been neglected in most studies, and ultimately challenges the current paradigm of an exclusive role of positive selection in cancer. These studies help to shed light upon the mechanisms underlying immune evasion and provide insights for improving cancer immunotherapies in the future.""><b>Finding:</b></span> In summary, the presented evidence supports a major role of negative selection in cancer evolution, which has been neglected in most studies, and ultimately challenges the current paradigm of an exclusive role of positive selection in cancer."		3																							[{'start': 717, 'end': 725, 'span': 'supports', 'annotation': 'Causation'}, {'start': 839, 'end': 849, 'span': 'challenges', 'annotation': 'Causation'}]	[]	[]	[]
614cc6c508e8b1315cdac22d	Medicine_432_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Visualization of the data reveals that the normalized number of photos taken increased continuously while ''Sandy'' was moving toward the coast of the United States ( Figure 1A ). We find a striking correlation between the moving average of the normalized number of Hurricane Sandy related Flickr photos taken and the atmospheric pressure in New Jersey for Dt 5 24 hours (Kendall's tau 5 20.37, z 5 215.14, p , 0.001). Notably, the time of landfall of Hurricane Sandy not only marks the time of lowest air pressure, but also the time at which the largest number of Flickr photos labeled with terms related to Hurricane Sandy were taken.""><b>Finding:</b></span> We find a striking correlation between the moving average of the normalized number of Hurricane Sandy related Flickr photos taken and the atmospheric pressure in New Jersey for Dt 5 24 hours (Kendall's tau 5 20.37, z 5 215.14, p , 0.001)."				2																					[]	[]	[]	[{'start': 838, 'end': 849, 'span': 'correlation', 'annotation': 'Correlation'}]
