user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::Explicitly states: no relation	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Correlation	span_annotation:::Explicit mentions of no relation
5eeb2e5447d3cb013eb29033	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_358_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: When Maguire gave the successful and disappointed trainees the same battery of memory tests she had given them at the start of their training, she found that drivers who earned their licenses performed far better than those who failed--even though they had performed equally four years earlier. And MRIs showed that the successful trainees' hippocampi had grown over time. The successful trainees did not perform better on all tests of memory, however.""><b>Finding:</b></span> And MRIs showed that the successful trainees' hippocampi had grown over time."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_tweet_144_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: University of Maryland researchers conducted one of the first in-depth analyses on whether people recall information better through #VR, as opposed to desktop computers. ""><b>Finding:</b></span> University of Maryland researchers conducted one of the first in-depth analyses on whether people recall information better through #VR, as opposed to desktop computers. "		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Experience.html	Experience						4						1				4									[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_490_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A method for one-way communication introduced here circumvents these problems. The program states can include all desired experimental protocols for the implant. The hardware requirement for this protocol is minimal, as the only facilities needed in the microcontroller are a non-volatile memory and a set of timers.""><b>Finding:</b></span> The program states can include all desired experimental protocols for the implant."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_363_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We have demonstrated the technical feasibility of this approach within a totally implanted device. While this cortical detection strategy does require insertion of a subdural lead for motor cortex recording, insertion of this ""extra"" lead is technically simple and can be done at the same time as insertion of the DBS leads, using the same skull opening and surgical exposure as used for the DBS leads . Additionally, the insertion of this lead has not been associated with negative outcomes when used acutely or chronically (in a small sample) .""><b>Finding:</b></span> While this cortical detection strategy does require insertion of a subdural lead for motor cortex recording, insertion of this ""extra"" lead is technically simple and can be done at the same time as insertion of the DBS leads, using the same skull opening and surgical exposure as used for the DBS leads ."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_49_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Given the results of our user study, we believe that virtual memory palaces offer us a fascinating insight into how we may be able to organize and structure large information spaces and navigate them in ways that assist in superior recall. If memory recall could be enhanced through immersively experiencing the environment in which the information was learned, it would suggest that virtual environments could serve as a valuable tool for various facets of retrospective cognizance, including retention and recall. Our study provides a tantalizing glimpse into what may lie ahead in virtual-environment-based tools to enhance human memory.""><b>Finding:</b></span> If memory recall could be enhanced through immersively experiencing the environment in which the information was learned, it would suggest that virtual environments could serve as a valuable tool for various facets of retrospective cognizance, including retention and recall."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_2_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: [related]

The final analysis shows that the mixed-reality game improved learning by almost five times more than the screen-only alternatives, both in the mouse-controlled and physically controlled conditions. Not only that, but students enjoyed the game more in the mixed-reality conditions. They also determined that simple physical controls like shaking the tablet or pushing the earthquake button did little to improve either learning or enjoyment of the game.""><b>Finding:</b></span> [related]

The final analysis shows that the mixed-reality game improved learning by almost five times more than the screen-only alternatives, both in the mouse-controlled and physically controlled conditions."	3																								[{'start': 714, 'end': 723, 'span': 'improved ', 'annotation': 'Causation'}]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_490_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: advertisement

Taking More Control and Less Space

""With this research, we went two to three steps further,"" Gutruf said. ""We were able to implement digital control over intensity and frequency of the light being emitted, and the devices are very miniaturized, so they can be implanted under the scalp. We can also independently stimulate multiple places in the brain of the same subject, which also wasn't possible before.""""><b>Finding:</b></span> ""We were able to implement digital control over intensity and frequency of the light being emitted, and the devices are very miniaturized, so they can be implanted under the scalp."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_49_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Virtual Reality helped patients recall old memories by providing new stimuli difficult to achieve, due to ill health, or inaccessible within a secure environment. They found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" said Amitabh Varshney, Professor of Computer Science, in a survey published in the journal Virtual Reality.""><b>Finding:</b></span> Virtual Reality helped patients recall old memories by providing new stimuli difficult to achieve, due to ill health, or inaccessible within a secure environment."	3																								[{'start': 827, 'end': 834, 'span': 'helped ', 'annotation': 'Causation'}]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_363_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: An adaptive system like the one being tested here could offer an effective alternative and may also limit adverse effects of traditional deep brain stimulation, but considerable testing remains to be done. ""Here we have demonstrated the feasibility of adaptive deep brain stimulation,"" said Dr. Starr. ""We are now planning larger, longer-term trials to determine how effective this system is in managing the symptoms of patients with Parkinson's disease.""""><b>Finding:</b></span> ""Here we have demonstrated the feasibility of adaptive deep brain stimulation,"" said Dr. Starr."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_358_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 2006a-see figure 3c ; see also Woollett & Maguire in press ). On the basis of these results, we suggested that learning, representing and using a spatial representation of a highly complex and large-scale environment is a primary function of the posterior hippocampus in humans such that this brain region might adapt structurally to accommodate its elaboration. Evidence that this pattern of grey matter volume was acquired from the experience of learning and using the highly complex mental map of London comes from an additional finding.""><b>Finding:</b></span> On the basis of these results, we suggested that learning, representing and using a spatial representation of a highly complex and large-scale environment is a primary function of the posterior hippocampus in humans such that this brain region might adapt structurally to accommodate its elaboration."	3																								[{'start': 882, 'end': 904, 'span': 'is a primary function ', 'annotation': 'Causation'}]	[]	[]
5eeb2e5447d3cb013eb29033	Computer_Science_tweet_144_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: If memory recall could be enhanced through immersively experiencing the environment in which the information was learned, it would suggest that virtual environments could serve as a valuable tool for various facets of retrospective cognizance, including retention and recall. Our study provides a tantalizing glimpse into what may lie ahead in virtual-environment-based tools to enhance human memory. The next steps will be to identify and characterize what elements of virtual memory palaces are most effective in eliciting a superior information recall.""><b>Finding:</b></span> Our study provides a tantalizing glimpse into what may lie ahead in virtual-environment-based tools to enhance human memory."		1																							[]	[]	[]
5eeb2e5447d3cb013eb29033	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
5eeb2e5447d3cb013eb29033	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_426_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Michaelis tells Inverse, aI can see our approach being applied in or out of a classroom whenever someone would benefit from learning with a social partner, but a human partner isnat available. I can also see the robot serve as the facilitator within a group of kids to help guide their conversation, and act as a peer resource for the group.a

But Mutlu cautioned that aWe have be careful in identifying and designing for these opportunities, as we do not want robots to replace natural ways of learning or available resources, such as interaction with a parent or an educator.a He also tells Inverse, ain principle, a robot like Minnie can be used by adult learners as well, although its behaviors and support for reading must be designed specifically for the target user group.a

It should be noted that athere was a measurable reduction in time spent reading over timea in the study, and the authors suggested that some technical aspects of the robot that the kids found afrustratinga may have kept the children from reading more often as time went on. The researchers observed in a paper last year that a wider breadth of study is needed on Minnie a longer amounts of time, different settings, different ages of children, and so ona but are encouraged by their work .""><b>Finding:</b></span> I can also see the robot serve as the facilitator within a group of kids to help guide their conversation, and act as a peer resource for the group.a

But Mutlu cautioned that aWe have be careful in identifying and designing for these opportunities, as we do not want robots to replace natural ways of learning or available resources, such as interaction with a parent or an educator.a He also tells Inverse, ain principle, a robot like Minnie can be used by adult learners as well, although its behaviors and support for reading must be designed specifically for the target user group.a

It should be noted that athere was a measurable reduction in time spent reading over timea in the study, and the authors suggested that some technical aspects of the robot that the kids found afrustratinga may have kept the children from reading more often as time went on."	3																								[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_112_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: [related]

The final analysis shows that the mixed-reality game improved learning by almost five times more than the screen-only alternatives, both in the mouse-controlled and physically controlled conditions. Not only that, but students enjoyed the game more in the mixed-reality conditions. They also determined that simple physical controls like shaking the tablet or pushing the earthquake button did little to improve either learning or enjoyment of the game.""><b>Finding:</b></span> [related]

The final analysis shows that the mixed-reality game improved learning by almost five times more than the screen-only alternatives, both in the mouse-controlled and physically controlled conditions."		1																							[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_189_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These navigational demands stimulate brain development, concludes a study five years in the making. With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth. Researchers noticed that a part of the brain called the hippocampus was much larger in these animals than in similar species that did not secret away their snacks.""><b>Finding:</b></span> With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth."			2																						[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_37_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There were significant differences by age, group, gender, region, and income level. The differences between women and men were quite striking, with men nearly twice as likely to consider various mobile phone behaviors as acceptable in informal meetings. Among Gen Y (18 to 29 years old) and Gen X (30 to 49 years old) adults, mobile phone ownership is 94% and 90%, respectively ).""><b>Finding:</b></span> The differences between women and men were quite striking, with men nearly twice as likely to consider various mobile phone behaviors as acceptable in informal meetings."			2																						[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_189_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This failure to find an association between hippocampal volume and navigational expertise thus suggests that structural differences in the hippocampus of taxi drivers reflect the detail and/or duration of the use of the spatial representation acquired and not innate navigational expertise per se. Clearly, taxi drivers in London have to learn a vast amount of information. While our previous work has shown that taxi drivers and their control subjects generally have average IQs Woollett & Maguire in press) , the medical doctors had above-average IQs.""><b>Finding:</b></span> Clearly, taxi drivers in London have to learn a vast amount of information."				4																					[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_tweet_66_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We used this information to focus restaurant inspections in two cities and demonstrated that FINDER improves the accuracy of health inspections; restaurants identified by FINDER are 3.1 times as likely to be deemed unsafe during the inspection as restaurants identified by existing methods. Additionally, FINDER enables us to ascertain previously intractable epidemiological information, for example, in 38% of cases the restaurant potentially causing food poisoning was not the last one visited, which may explain the lower precision of complaint-based inspections. We found that FINDER is able to reliably identify restaurants that have an active lapse in food safety, allowing for implementation of corrective actions that would prevent the potential spread of foodborne illness.""><b>Finding:</b></span> We used this information to focus restaurant inspections in two cities and demonstrated that FINDER improves the accuracy of health inspections; restaurants identified by FINDER are 3.1 times as likely to be deemed unsafe during the inspection as restaurants identified by existing methods."		1																							[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_37_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate. Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable. More than 59 percent of men said it was okay to check text messages at a power lunch, compared to 34 percent of women who thought checking texts was appropriate.""><b>Finding:</b></span> Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable."				4																					[]	[]	[]
6124a0d54ec50322ab1757a7	Experience.html	Experience							1					1						5							[]	[]	[]
6124a0d54ec50322ab1757a7	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
6124a0d54ec50322ab1757a7	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
6124a0d54ec50322ab1757a7	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.	3																								[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_112_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There was no effect of control type and no interaction effects. These results show that mixed-reality led to more learning than screen only, for both the mousecontrol and physical-control conditions ( Figure 10 ). We can consider what choice improves learning most over a typical virtual, mouse-control game (#1 in Figure 10 ).""><b>Finding:</b></span> These results show that mixed-reality led to more learning than screen only, for both the mousecontrol and physical-control conditions ( Figure 10 )."	3																								[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_tweet_66_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Interesting approach for targeting food inspections ""><b>Finding:</b></span> Interesting approach for targeting food inspections "		1																							[]	[]	[]
6124a0d54ec50322ab1757a7	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.	3																								[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_131_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Photo by John T. C This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training. The researchers found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" says Amitabh Varshney, professor of computer science and dean of the College of Computer, Mathematical, and Natural Sciences at UMD.""><b>Finding:</b></span> The researchers found that people remember information better if it is presented to them in a virtual environment."		1																							[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_131_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that virtual memory palaces in HMD condition provide a superior memory recall ability compared to the desktop condition. We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces. The technique of memory palaces provides a natural spatial mnemonic to assist in recall.""><b>Finding:</b></span> We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces."		1																							[]	[]	[]
6124a0d54ec50322ab1757a7	Computer_Science_426_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Although these deliberate technical simplifications produced a fairly robust system, enabling extended maintenance-free use in the field, improving the core technology and the interactivity of the social robot platform will offer a more seamless user experience. In summary, our social robot, Minnie, demonstrates the potential for transforming reading at home from an isolated activity into a social and collaborative experience that can promote comprehension and interest in reading. Our results illuminate how we might maximize the societal benefits of imminent robotic technology and demonstrate how the integration of social robots into an existing human activity can transform human experience toward this good.""><b>Finding:</b></span> In summary, our social robot, Minnie, demonstrates the potential for transforming reading at home from an isolated activity into a social and collaborative experience that can promote comprehension and interest in reading."			2																						[]	[]	[]
6168890fda89db751e013fd1	Computer_Science_426_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Michaelis tells Inverse, aI can see our approach being applied in or out of a classroom whenever someone would benefit from learning with a social partner, but a human partner isnat available. I can also see the robot serve as the facilitator within a group of kids to help guide their conversation, and act as a peer resource for the group.a

But Mutlu cautioned that aWe have be careful in identifying and designing for these opportunities, as we do not want robots to replace natural ways of learning or available resources, such as interaction with a parent or an educator.a He also tells Inverse, ain principle, a robot like Minnie can be used by adult learners as well, although its behaviors and support for reading must be designed specifically for the target user group.a

It should be noted that athere was a measurable reduction in time spent reading over timea in the study, and the authors suggested that some technical aspects of the robot that the kids found afrustratinga may have kept the children from reading more often as time went on. The researchers observed in a paper last year that a wider breadth of study is needed on Minnie a longer amounts of time, different settings, different ages of children, and so ona but are encouraged by their work .""><b>Finding:</b></span> I can also see the robot serve as the facilitator within a group of kids to help guide their conversation, and act as a peer resource for the group.a

But Mutlu cautioned that aWe have be careful in identifying and designing for these opportunities, as we do not want robots to replace natural ways of learning or available resources, such as interaction with a parent or an educator.a He also tells Inverse, ain principle, a robot like Minnie can be used by adult learners as well, although its behaviors and support for reading must be designed specifically for the target user group.a

It should be noted that athere was a measurable reduction in time spent reading over timea in the study, and the authors suggested that some technical aspects of the robot that the kids found afrustratinga may have kept the children from reading more often as time went on."	3																								[{'start': 2157, 'end': 2167, 'span': 'reduction ', 'annotation': 'Causation'}]	[]	[]
6168890fda89db751e013fd1	Computer_Science_112_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: [related]

The final analysis shows that the mixed-reality game improved learning by almost five times more than the screen-only alternatives, both in the mouse-controlled and physically controlled conditions. Not only that, but students enjoyed the game more in the mixed-reality conditions. They also determined that simple physical controls like shaking the tablet or pushing the earthquake button did little to improve either learning or enjoyment of the game.""><b>Finding:</b></span> [related]

The final analysis shows that the mixed-reality game improved learning by almost five times more than the screen-only alternatives, both in the mouse-controlled and physically controlled conditions."	3																								[{'start': 769, 'end': 787, 'span': 'improved learning ', 'annotation': 'Causation'}]	[]	[]
6168890fda89db751e013fd1	Computer_Science_189_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These navigational demands stimulate brain development, concludes a study five years in the making. With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth. Researchers noticed that a part of the brain called the hippocampus was much larger in these animals than in similar species that did not secret away their snacks.""><b>Finding:</b></span> With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth."			2																						[]	[{'start': 750, 'end': 775, 'span': 'have larger-than-average ', 'annotation': 'Correlation'}]	[]
6168890fda89db751e013fd1	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[{'start': 93, 'end': 103, 'span': 'increases ', 'annotation': 'Causation'}]	[]	[]
6168890fda89db751e013fd1	Computer_Science_37_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There were significant differences by age, group, gender, region, and income level. The differences between women and men were quite striking, with men nearly twice as likely to consider various mobile phone behaviors as acceptable in informal meetings. Among Gen Y (18 to 29 years old) and Gen X (30 to 49 years old) adults, mobile phone ownership is 94% and 90%, respectively ).""><b>Finding:</b></span> The differences between women and men were quite striking, with men nearly twice as likely to consider various mobile phone behaviors as acceptable in informal meetings."			2																						[]	[{'start': 631, 'end': 638, 'span': 'nearly ', 'annotation': 'Correlation'}]	[]
6168890fda89db751e013fd1	Computer_Science_189_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This failure to find an association between hippocampal volume and navigational expertise thus suggests that structural differences in the hippocampus of taxi drivers reflect the detail and/or duration of the use of the spatial representation acquired and not innate navigational expertise per se. Clearly, taxi drivers in London have to learn a vast amount of information. While our previous work has shown that taxi drivers and their control subjects generally have average IQs Woollett & Maguire in press) , the medical doctors had above-average IQs.""><b>Finding:</b></span> Clearly, taxi drivers in London have to learn a vast amount of information."		1																							[]	[]	[]
6168890fda89db751e013fd1	Computer_Science_tweet_66_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We used this information to focus restaurant inspections in two cities and demonstrated that FINDER improves the accuracy of health inspections; restaurants identified by FINDER are 3.1 times as likely to be deemed unsafe during the inspection as restaurants identified by existing methods. Additionally, FINDER enables us to ascertain previously intractable epidemiological information, for example, in 38% of cases the restaurant potentially causing food poisoning was not the last one visited, which may explain the lower precision of complaint-based inspections. We found that FINDER is able to reliably identify restaurants that have an active lapse in food safety, allowing for implementation of corrective actions that would prevent the potential spread of foodborne illness.""><b>Finding:</b></span> We used this information to focus restaurant inspections in two cities and demonstrated that FINDER improves the accuracy of health inspections; restaurants identified by FINDER are 3.1 times as likely to be deemed unsafe during the inspection as restaurants identified by existing methods."	3																								[{'start': 1116, 'end': 1125, 'span': 'improves ', 'annotation': 'Causation'}]	[]	[]
6168890fda89db751e013fd1	Computer_Science_37_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Even at more informal business lunches, the majority of people thought writing a text message is rude -- 66 percent said writing or sending a text message is inappropriate. Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable. More than 59 percent of men said it was okay to check text messages at a power lunch, compared to 34 percent of women who thought checking texts was appropriate.""><b>Finding:</b></span> Men were nearly twice as likely as women to consider mobile phone use at a business lunch acceptable."			2																						[]	[{'start': 643, 'end': 650, 'span': 'likely ', 'annotation': 'Correlation'}]	[]
6168890fda89db751e013fd1	Experience.html	Experience						4					4								3						[]	[]	[]
6168890fda89db751e013fd1	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.				4																					[]	[]	[]
6168890fda89db751e013fd1	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
6168890fda89db751e013fd1	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
6168890fda89db751e013fd1	Computer_Science_112_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There was no effect of control type and no interaction effects. These results show that mixed-reality led to more learning than screen only, for both the mousecontrol and physical-control conditions ( Figure 10 ). We can consider what choice improves learning most over a typical virtual, mouse-control game (#1 in Figure 10 ).""><b>Finding:</b></span> These results show that mixed-reality led to more learning than screen only, for both the mousecontrol and physical-control conditions ( Figure 10 )."	3																								[{'start': 598, 'end': 611, 'span': ' led to more ', 'annotation': 'Causation'}]	[]	[]
6168890fda89db751e013fd1	Computer_Science_tweet_66_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Interesting approach for targeting food inspections ""><b>Finding:</b></span> Interesting approach for targeting food inspections "		1																							[]	[]	[]
6168890fda89db751e013fd1	Computer_Science_131_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Photo by John T. C This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training. The researchers found that people remember information better if it is presented to them in a virtual environment. ""This data is exciting in that it suggests that immersive environments could offer new pathways for improved outcomes in education and high-proficiency training,"" says Amitabh Varshney, professor of computer science and dean of the College of Computer, Mathematical, and Natural Sciences at UMD.""><b>Finding:</b></span> The researchers found that people remember information better if it is presented to them in a virtual environment."			2																						[]	[{'start': 976, 'end': 986, 'span': 'presented ', 'annotation': 'Correlation'}]	[]
6168890fda89db751e013fd1	Computer_Science_131_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that virtual memory palaces in HMD condition provide a superior memory recall ability compared to the desktop condition. We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces. The technique of memory palaces provides a natural spatial mnemonic to assist in recall.""><b>Finding:</b></span> We believe this is a first step in using virtual environments for creating more memorable experiences that enhance productivity through better recall of large amounts of information organized using the idea of virtual memory palaces."	3																								[{'start': 793, 'end': 801, 'span': 'enhance ', 'annotation': 'Causation'}]	[]	[]
6168890fda89db751e013fd1	Computer_Science_426_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Although these deliberate technical simplifications produced a fairly robust system, enabling extended maintenance-free use in the field, improving the core technology and the interactivity of the social robot platform will offer a more seamless user experience. In summary, our social robot, Minnie, demonstrates the potential for transforming reading at home from an isolated activity into a social and collaborative experience that can promote comprehension and interest in reading. Our results illuminate how we might maximize the societal benefits of imminent robotic technology and demonstrate how the integration of social robots into an existing human activity can transform human experience toward this good.""><b>Finding:</b></span> In summary, our social robot, Minnie, demonstrates the potential for transforming reading at home from an isolated activity into a social and collaborative experience that can promote comprehension and interest in reading."	3																								[{'start': 1076, 'end': 1084, 'span': 'promote ', 'annotation': 'Causation'}]	[]	[]
