user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat certain	I carefully went over the examples and the instructions.:::Yes	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5e1b65eeb287dc38d94b694e	Experience.html	Experience										4								3					3		[]	[]
650998a388f76349bbc1453d	Computer_Science_tweet_2_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Metabolic cost of walking explained by combination of 4 costs—swing &amp; torso dynamics, COM velocity redirection, ground clearance, and body weight support. Overall energetic cost depends on how these separable components tradeoff and manifest under different walking conditions."" ""><b>Finding:</b></span> ""Metabolic cost of walking explained by combination of 4 costs—swing &amp; torso dynamics, COM velocity redirection, ground clearance, and body weight support. Overall energetic cost depends on how these separable components tradeoff and manifest under different walking conditions."" "			4																						[]	[{'start': 735, 'end': 742, 'span': 'depends', 'annotation': 'Words indicating certainty'}, {'start': 743, 'end': 745, 'span': 'on', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.			4																						[]	[]
650998a388f76349bbc1453d	Computer_Science_tweet_2_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: added mass), and reduced gravity conditions, without the need for parameter tuning to design new gait trajectories. Our results suggest that the metabolic cost of walking can largely be explained by the linear combination of four costs-swing and torso dynamics, center of mass velocity redirection, ground clearance, and body weight support. The overall energetic cost is a tradeoff among these separable components, shaped by how they manifest under different walking conditions.""><b>Finding:</b></span> Our results suggest that the metabolic cost of walking can largely be explained by the linear combination of four costs-swing and torso dynamics, center of mass velocity redirection, ground clearance, and body weight support."	2																								[{'start': 675, 'end': 682, 'span': 'suggest', 'annotation': 'Words indicating uncertainty'}]	[{'start': 718, 'end': 742, 'span': 'can largely be explained', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Computer_Science_0_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: If we want robots to be truly intelligent, we should not build them using abstract notions, but instead, provide them with algorithms that will allow them to develop such notions themselves."" Terekhov and his colleagues showed that the notion of space as environment-independent cannot be deduced only by exteroceptive information, as this information varies greatly depending on what is found in the environment. This notion could be better defined by looking into functions that link motor commands to changes in stimuli that are external to the agent.""><b>Finding:</b></span> Terekhov and his colleagues showed that the notion of space as environment-independent cannot be deduced only by exteroceptive information, as this information varies greatly depending on what is found in the environment."			4																						[]	[{'start': 913, 'end': 930, 'span': 'cannot be deduced', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																				[]	[]
650998a388f76349bbc1453d	Computer_Science_478_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This analysis thus confirms that the two hashtags, when used independently, were used to convey different meanings. The distinct nature of these hashtags makes it likely that there are geographic differences in their use. In particular, while the generic nature of sympathy (as expressed by #prayforboston) might not have any geographic specificity, expressions of solidarity (using #bostonstrong) would be expected from cities with deeper ties to Boston that include shared regional or cultural identities.""><b>Finding:</b></span> The distinct nature of these hashtags makes it likely that there are geographic differences in their use."		1																							[{'start': 728, 'end': 743, 'span': 'makes it likely', 'annotation': 'Words indicating uncertainty'}]	[]
650998a388f76349bbc1453d	Computer_Science_0_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: One of the most fundamental perceptual notions, space, cannot be an exception to this requirement. We show that the notion of space as environmentindependent cannot be deduced solely from exteroceptive information, which is highly variable and is mainly determined by the contents of the environment. The environment-independent definition of space can be approached by looking into the functions that link the motor commands to changes in exteroceptive inputs.""><b>Finding:</b></span> We show that the notion of space as environmentindependent cannot be deduced solely from exteroceptive information, which is highly variable and is mainly determined by the contents of the environment."			4																						[]	[{'start': 703, 'end': 721, 'span': 'cannot be deduced ', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Computer_Science_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Researchers say 120,000 deaths a yr may be from stress related to the way U.S. companies manage their work forces:
""><b>Finding:</b></span> Researchers say 120,000 deaths a yr may be from stress related to the way U.S. companies manage their work forces:
"		1																							[{'start': 310, 'end': 313, 'span': 'say', 'annotation': 'Words indicating uncertainty'}]	[]
650998a388f76349bbc1453d	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.				3																					[]	[]
650998a388f76349bbc1453d	Computer_Science_105_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This was true even when taxi drivers were compared with another group of navigators, London bus drivers press; see figure 3a,b). While their vastly superior London knowledge distinguished them, an examination of grey matter volume in the brains of taxi drivers revealed further differences. Compared with controls, taxi drivers had greater grey matter volume in the posterior hippocampi (Maguire et al.""><b>Finding:</b></span> While their vastly superior London knowledge distinguished them, an examination of grey matter volume in the brains of taxi drivers revealed further differences."	2																								[]	[]
650998a388f76349bbc1453d	Computer_Science_tweet_140_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Fascinating research shows how #VR ""memory palaces"" help with recall of info - would be interesting to conduct similar study for #MixedReality #embodied #SpatialAwareness ""><b>Finding:</b></span> Fascinating research shows how #VR ""memory palaces"" help with recall of info - would be interesting to conduct similar study for #MixedReality #embodied #SpatialAwareness "			4																						[]	[{'start': 426, 'end': 441, 'span': 'research shows ', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Computer_Science_478_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study is the first large-scale analysis of fear and social-support reactions from geographically distant communities following a terrorist attack. The findings show the extent to which communities outside of Boston expressed their emotions by using hashtags such as #PrayForBoston and how those reactions correlated with geographic proximity, social-network connections, and direct ties to Boston. The full results of the study, which have been published online in the journal EPJ Data Science, may provide insight to governmental agencies exploring how to best handle public fear following a disruptive event.""><b>Finding:</b></span> The findings show the extent to which communities outside of Boston expressed their emotions by using hashtags such as #PrayForBoston and how those reactions correlated with geographic proximity, social-network connections, and direct ties to Boston."				3																					[{'start': 814, 'end': 828, 'span': 'the extent to ', 'annotation': 'Words indicating uncertainty'}]	[{'start': 796, 'end': 813, 'span': 'The findings show', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Computer_Science_105_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These navigational demands stimulate brain development, concludes a study five years in the making. With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth. Researchers noticed that a part of the brain called the hippocampus was much larger in these animals than in similar species that did not secret away their snacks.""><b>Finding:</b></span> With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth."			4																						[]	[{'start': 699, 'end': 715, 'span': 'definitively say', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Computer_Science_tweet_140_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, participants were susceptible to disorientation if their starting-out views were different between their training and testing. The authors concluded that training in the virtual and real-world environments likely used similar cognitive mechanisms. They found that users in a HMD were better able to keep track of the objects by rotating their heads as compared to using a joystick.""><b>Finding:</b></span> The authors concluded that training in the virtual and real-world environments likely used similar cognitive mechanisms."				3																					[{'start': 652, 'end': 658, 'span': 'likely', 'annotation': 'Words indicating uncertainty'}]	[{'start': 573, 'end': 595, 'span': 'The authors concluded ', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]
650998a388f76349bbc1453d	Computer_Science_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Specifically, the model separately derives optimistic and conservative estimates of the effect of multiple workplace exposures on health, and uses optimization to calculate upper and lower bounds around each estimate, which accounts for the correlation between exposures. We find that more than 120,000 deaths per year and approximately 5-8% of annual healthcare costs are associated with and may be attributable to how U.S. companies manage their work force. Our results suggest that more attention should be paid to management practices as important contributors to health outcomes and costs in the U.S..""><b>Finding:</b></span> We find that more than 120,000 deaths per year and approximately 5-8% of annual healthcare costs are associated with and may be attributable to how U.S. companies manage their work force."	2																								[{'start': 840, 'end': 859, 'span': 'approximately 5-8% ', 'annotation': 'Words indicating uncertainty'}, {'start': 909, 'end': 917, 'span': ' may be ', 'annotation': 'Words indicating uncertainty'}]	[{'start': 789, 'end': 797, 'span': 'We find ', 'annotation': 'Words indicating certainty'}]
650998a388f76349bbc1453d	Experience.html	Experience													3		4					4					[]	[]
60be17d9731f00a965dcef58	Computer_Science_tweet_2_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Metabolic cost of walking explained by combination of 4 costs—swing &amp; torso dynamics, COM velocity redirection, ground clearance, and body weight support. Overall energetic cost depends on how these separable components tradeoff and manifest under different walking conditions."" ""><b>Finding:</b></span> ""Metabolic cost of walking explained by combination of 4 costs—swing &amp; torso dynamics, COM velocity redirection, ground clearance, and body weight support. Overall energetic cost depends on how these separable components tradeoff and manifest under different walking conditions."" "				3																					[]	[{'start': 735, 'end': 743, 'span': 'depends ', 'annotation': 'Words indicating certainty'}]
60be17d9731f00a965dcef58	Computer_Science_tweet_2_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: added mass), and reduced gravity conditions, without the need for parameter tuning to design new gait trajectories. Our results suggest that the metabolic cost of walking can largely be explained by the linear combination of four costs-swing and torso dynamics, center of mass velocity redirection, ground clearance, and body weight support. The overall energetic cost is a tradeoff among these separable components, shaped by how they manifest under different walking conditions.""><b>Finding:</b></span> Our results suggest that the metabolic cost of walking can largely be explained by the linear combination of four costs-swing and torso dynamics, center of mass velocity redirection, ground clearance, and body weight support."	2																								[{'start': 675, 'end': 683, 'span': 'suggest ', 'annotation': 'Words indicating uncertainty'}]	[]
60be17d9731f00a965dcef58	Computer_Science_0_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: If we want robots to be truly intelligent, we should not build them using abstract notions, but instead, provide them with algorithms that will allow them to develop such notions themselves."" Terekhov and his colleagues showed that the notion of space as environment-independent cannot be deduced only by exteroceptive information, as this information varies greatly depending on what is found in the environment. This notion could be better defined by looking into functions that link motor commands to changes in stimuli that are external to the agent.""><b>Finding:</b></span> Terekhov and his colleagues showed that the notion of space as environment-independent cannot be deduced only by exteroceptive information, as this information varies greatly depending on what is found in the environment."			4																						[]	[]
60be17d9731f00a965dcef58	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																				[]	[]
60be17d9731f00a965dcef58	Computer_Science_478_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This analysis thus confirms that the two hashtags, when used independently, were used to convey different meanings. The distinct nature of these hashtags makes it likely that there are geographic differences in their use. In particular, while the generic nature of sympathy (as expressed by #prayforboston) might not have any geographic specificity, expressions of solidarity (using #bostonstrong) would be expected from cities with deeper ties to Boston that include shared regional or cultural identities.""><b>Finding:</b></span> The distinct nature of these hashtags makes it likely that there are geographic differences in their use."	2																								[{'start': 737, 'end': 744, 'span': 'likely ', 'annotation': 'Words indicating uncertainty'}]	[]
60be17d9731f00a965dcef58	Computer_Science_0_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: One of the most fundamental perceptual notions, space, cannot be an exception to this requirement. We show that the notion of space as environmentindependent cannot be deduced solely from exteroceptive information, which is highly variable and is mainly determined by the contents of the environment. The environment-independent definition of space can be approached by looking into the functions that link the motor commands to changes in exteroceptive inputs.""><b>Finding:</b></span> We show that the notion of space as environmentindependent cannot be deduced solely from exteroceptive information, which is highly variable and is mainly determined by the contents of the environment."			4																						[]	[]
60be17d9731f00a965dcef58	Computer_Science_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Researchers say 120,000 deaths a yr may be from stress related to the way U.S. companies manage their work forces:
""><b>Finding:</b></span> Researchers say 120,000 deaths a yr may be from stress related to the way U.S. companies manage their work forces:
"	2																								[{'start': 334, 'end': 340, 'span': 'may be', 'annotation': 'Words indicating uncertainty'}]	[]
60be17d9731f00a965dcef58	Computer_Science_105_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This was true even when taxi drivers were compared with another group of navigators, London bus drivers press; see figure 3a,b). While their vastly superior London knowledge distinguished them, an examination of grey matter volume in the brains of taxi drivers revealed further differences. Compared with controls, taxi drivers had greater grey matter volume in the posterior hippocampi (Maguire et al.""><b>Finding:</b></span> While their vastly superior London knowledge distinguished them, an examination of grey matter volume in the brains of taxi drivers revealed further differences."				3																					[]	[]
60be17d9731f00a965dcef58	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.	2																								[]	[]
60be17d9731f00a965dcef58	Computer_Science_tweet_140_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Fascinating research shows how #VR ""memory palaces"" help with recall of info - would be interesting to conduct similar study for #MixedReality #embodied #SpatialAwareness ""><b>Finding:</b></span> Fascinating research shows how #VR ""memory palaces"" help with recall of info - would be interesting to conduct similar study for #MixedReality #embodied #SpatialAwareness "			4																						[]	[{'start': 435, 'end': 441, 'span': 'shows ', 'annotation': 'Words indicating certainty'}]
60be17d9731f00a965dcef58	Computer_Science_478_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study is the first large-scale analysis of fear and social-support reactions from geographically distant communities following a terrorist attack. The findings show the extent to which communities outside of Boston expressed their emotions by using hashtags such as #PrayForBoston and how those reactions correlated with geographic proximity, social-network connections, and direct ties to Boston. The full results of the study, which have been published online in the journal EPJ Data Science, may provide insight to governmental agencies exploring how to best handle public fear following a disruptive event.""><b>Finding:</b></span> The findings show the extent to which communities outside of Boston expressed their emotions by using hashtags such as #PrayForBoston and how those reactions correlated with geographic proximity, social-network connections, and direct ties to Boston."			4																						[]	[]
60be17d9731f00a965dcef58	Computer_Science_105_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These navigational demands stimulate brain development, concludes a study five years in the making. With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth. Researchers noticed that a part of the brain called the hippocampus was much larger in these animals than in similar species that did not secret away their snacks.""><b>Finding:</b></span> With the new research, scientists can definitively say that London taxi drivers not only have larger-than-average memory centers in their brains, but also that their intensive training is responsible for the growth."			4																						[]	[{'start': 699, 'end': 712, 'span': 'definitively ', 'annotation': 'Words indicating certainty'}]
60be17d9731f00a965dcef58	Computer_Science_tweet_140_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, participants were susceptible to disorientation if their starting-out views were different between their training and testing. The authors concluded that training in the virtual and real-world environments likely used similar cognitive mechanisms. They found that users in a HMD were better able to keep track of the objects by rotating their heads as compared to using a joystick.""><b>Finding:</b></span> The authors concluded that training in the virtual and real-world environments likely used similar cognitive mechanisms."	2																								[{'start': 652, 'end': 659, 'span': 'likely ', 'annotation': 'Words indicating uncertainty'}]	[]
60be17d9731f00a965dcef58	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]
60be17d9731f00a965dcef58	Computer_Science_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Specifically, the model separately derives optimistic and conservative estimates of the effect of multiple workplace exposures on health, and uses optimization to calculate upper and lower bounds around each estimate, which accounts for the correlation between exposures. We find that more than 120,000 deaths per year and approximately 5-8% of annual healthcare costs are associated with and may be attributable to how U.S. companies manage their work force. Our results suggest that more attention should be paid to management practices as important contributors to health outcomes and costs in the U.S..""><b>Finding:</b></span> We find that more than 120,000 deaths per year and approximately 5-8% of annual healthcare costs are associated with and may be attributable to how U.S. companies manage their work force."	2																								[{'start': 910, 'end': 916, 'span': 'may be', 'annotation': 'Words indicating uncertainty'}]	[]
60be17d9731f00a965dcef58	Experience.html	Experience										4				2									3		[]	[]
5f734c37b6925a0380400d3e	Computer_Science_520_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Women report more Facebook jealousy in general, especially when surveyed, but men report equally or more jealousy when allowed to freely respond to a scenario in their own words. Because women tend to use Facebook more than men, they may take interactions more seriously, explaining why women in the study reported higher Facebook jealousy. The different reactions to emoticon usage, though, might be due to the difference between how men and women perceive infidelity.""><b>Finding:</b></span> Because women tend to use Facebook more than men, they may take interactions more seriously, explaining why women in the study reported higher Facebook jealousy."	2																								[{'start': 665, 'end': 669, 'span': 'tend', 'annotation': 'Words indicating uncertainty'}, {'start': 701, 'end': 709, 'span': 'they may', 'annotation': 'Words indicating uncertainty'}]	[{'start': 744, 'end': 754, 'span': 'explaining', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Computer_Science_428_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because they have such short coherence time before the system becomes chaotic and useless for any computations, you can only perform a relatively small number of operations on them. In this paper, the researchers prove that a quantum computer with a fixed circuit depth is able to outperform a classical computer that's tackling the same problem because the classical computer will require the circuit depth to grow larger, while it can stay constant for the quantum computer. There is very little that's intuitive about quantum computing, of course, but it's worth remembering that quantum computers are very different from classical computers.""><b>Finding:</b></span> In this paper, the researchers prove that a quantum computer with a fixed circuit depth is able to outperform a classical computer that's tackling the same problem because the classical computer will require the circuit depth to grow larger, while it can stay constant for the quantum computer."			4																						[]	[{'start': 858, 'end': 863, 'span': 'prove', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Computer_Science_407_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Social interventions can also reduce trolling. If we allow people to retract recently posted comments, then we may be able to minimize regret from posting in the heat of the moment. Altering the context of a discussion, by prioritizing constructive comments, can increase the perception of civility.""><b>Finding:</b></span> If we allow people to retract recently posted comments, then we may be able to minimize regret from posting in the heat of the moment."		1																							[{'start': 545, 'end': 548, 'span': 'may', 'annotation': 'Words indicating uncertainty'}]	[]
5f734c37b6925a0380400d3e	Computer_Science_419_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Our results indicate that social incentives may be slightly less effective than financial incentives in motivating workers, but the difference is not as large as one might have expected. The motivational impact of social incentives, coupled with sufficient tax breaks or additional advantages coming from customers, regulators, or investors, would make them as effective for employers as offering financial incentives."" When participants could choose how much of their performance related pay they would like to share with a charity, and how much they wanted to keep for themselves, performance increased considerably.""><b>Finding:</b></span> The motivational impact of social incentives, coupled with sufficient tax breaks or additional advantages coming from customers, regulators, or investors, would make them as effective for employers as offering financial incentives."""				3																					[]	[{'start': 1075, 'end': 1080, 'span': 'would', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Computer_Science_tweet_44_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The integration of #computational models &amp; the #neuroscience of #vision holds promise for vision science, but small numbers of images in biological experiments are a challenge. The BOLD5000 dataset from @username is a step towards a solution.
""><b>Finding:</b></span> The integration of #computational models &amp; the #neuroscience of #vision holds promise for vision science, but small numbers of images in biological experiments are a challenge. The BOLD5000 dataset from @username is a step towards a solution.
"	2																								[{'start': 540, 'end': 543, 'span': 'but', 'annotation': 'Words indicating uncertainty'}]	[{'start': 506, 'end': 519, 'span': 'holds promise', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Computer_Science_419_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The first one is that several studies have documented how non-students are generally more prosocially inclined than students (see for instance Falk Our results indicate that social incentives may be less effective than financial incentives in motivating workers, but the difference is not as large as one might have expected. A sufficient degree of tax incentives, or sufficient additional advantages coming from customers, regulators, or investors, would make social incentives comparable to financial incentives. Also, one could expect social incentives to become increasingly more effective in motivating employees relative to financial incentives as earnings increase and the marginal utility of money decreases.""><b>Finding:</b></span> A sufficient degree of tax incentives, or sufficient additional advantages coming from customers, regulators, or investors, would make social incentives comparable to financial incentives."				3																					[]	[{'start': 1023, 'end': 1028, 'span': 'would', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Computer_Science_407_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, not only are some banned users likely to be ordinary users just having a bad day, but such an approach also does little to curb such situational trolling, which many ordinary users may be susceptible to. Allowing users to retract recently posted comments may help minimize regret . Alternatively, reducing other sources of user frustration (e.g., poor interface design or slow loading times ) may further temper aggression.""><b>Finding:</b></span> Allowing users to retract recently posted comments may help minimize regret ."		1																							[{'start': 666, 'end': 669, 'span': 'may', 'annotation': 'Words indicating uncertainty'}]	[]
5f734c37b6925a0380400d3e	Computer_Science_89_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The results showed an 8.8 per cent improvement overall in recall accuracy using the VR headsets, a statistically significant number. Many of the participants said the immersive ""presence"" while using VR allowed them to focus better. ""This leads to the possibility that an immersive virtual environment could enhance learning and recall by leveraging a person's overall sense of body position, movement and acceleration,"" said Catherine Plaisant, Senior Research Scientist in University of Maryland Institute for Advanced Computer Studies.""><b>Finding:</b></span> Many of the participants said the immersive ""presence"" while using VR allowed them to focus better."	2																								[{'start': 880, 'end': 884, 'span': 'said', 'annotation': 'Words indicating uncertainty'}]	[]
5f734c37b6925a0380400d3e	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																				[]	[]
5f734c37b6925a0380400d3e	Computer_Science_89_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Given the results of our user study, we believe that virtual memory palaces offer us a fascinating insight into how we may be able to organize and structure large information spaces and navigate them in ways that assist in superior recall. If memory recall could be enhanced through immersively experiencing the environment in which the information was learned, it would suggest that virtual environments could serve as a valuable tool for various facets of retrospective cognizance, including retention and recall. Our study provides a tantalizing glimpse into what may lie ahead in virtual-environment-based tools to enhance human memory.""><b>Finding:</b></span> If memory recall could be enhanced through immersively experiencing the environment in which the information was learned, it would suggest that virtual environments could serve as a valuable tool for various facets of retrospective cognizance, including retention and recall."	2																								[{'start': 840, 'end': 845, 'span': 'could', 'annotation': 'Words indicating uncertainty'}, {'start': 988, 'end': 993, 'span': 'could', 'annotation': 'Words indicating uncertainty'}]	[]
5f734c37b6925a0380400d3e	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.				3																					[]	[]
5f734c37b6925a0380400d3e	Computer_Science_520_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: , That is, men were far more jealous of cybersex than emotional cheating, whereas women displayed the opposite trend. In addition, women were reported to have stronger overall distress reactions. , This is perhaps due to the logistical nature of romantic communication that takes place over the Internet.""><b>Finding:</b></span> In addition, women were reported to have stronger overall distress reactions."	2																								[{'start': 506, 'end': 519, 'span': 'were reported', 'annotation': 'Words indicating uncertainty'}]	[]
5f734c37b6925a0380400d3e	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.	2																								[]	[]
5f734c37b6925a0380400d3e	Computer_Science_428_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We prove that constant-depth quantum circuits are more powerful than their classical counterparts. We prove that any classical probabilistic circuit composed of bounded fan-in gates that solves the 2D Hidden Linear Function problem with high probability must have depth logarithmic in n. In contrast, we show that this problem can be solved with certainty by a constant-depth quantum circuit composed of one-and two-qubit gates acting locally on a two-dimensional grid. Many problems of practical importance such as Monte Carlo simulation, computing the rank, the determinant, and the inverse of a matrix lend themselves naturally to parallelization .""><b>Finding:</b></span> We prove that constant-depth quantum circuits are more powerful than their classical counterparts."			4																						[]	[{'start': 837, 'end': 842, 'span': 'prove', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Computer_Science_tweet_44_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Marr's nearly four-decades-old dream of a singular vision science -the intertwined study of biological and computer vision -is, at long last, being realized. Critically, the human neuroimaging data available in BOLD5000 is: 1) significantly larger than prior slow event-related fMRI datasets by an order of magnitude; 2) extremely diverse in stimuli; 3) overlaps considerably with standard computer vision datasets. At the same time, BOLD5000 represents a significant dataset for the study of human vision in and of itself.""><b>Finding:</b></span> Critically, the human neuroimaging data available in BOLD5000 is: 1) significantly larger than prior slow event-related fMRI datasets by an order of magnitude; 2) extremely diverse in stimuli; 3) overlaps considerably with standard computer vision datasets."			4																						[]	[{'start': 741, 'end': 755, 'span': 'data available', 'annotation': 'Words indicating certainty'}]
5f734c37b6925a0380400d3e	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]
5f734c37b6925a0380400d3e	Experience.html	Experience													3		4								3		[]	[]
