user	instance_id	displayed_text	changes-key-entity:::no	changes-key-entity:::yes	Level-of-generality:::no	Level-of-generality:::yes	how-certain-is-the-reported-finding:::Certain	how-certain-is-the-reported-finding:::Uncertain	how-certain-is-the-reported-finding:::Can't say	how-certain-is-the-reported-finding:::Somewhat certain	how-certain-is-the-reported-finding:::Somewhat uncertain	how-certain-is-the-paper-finding:::Somewhat uncertain	how-certain-is-the-paper-finding:::Certain	how-certain-is-the-paper-finding:::Uncertain	how-certain-is-the-paper-finding:::Can't say	how-certain-is-the-paper-finding:::Somewhat certain	reporting-is-sensational:::Mostly neutral, slightly sensational	reporting-is-sensational:::Neutral	reporting-is-sensational:::Sensational	paper-is-sensational:::Mostly neutral, slightly sensational	paper-is-sensational:::Neutral	paper-is-sensational:::Sensational	how-causal-is-the-reporting:::Correlation	how-causal-is-the-reporting:::Causation	how-causal-is-the-reporting:::No relation is stated	how-causal-is-the-paper-finding:::Correlation	how-causal-is-the-paper-finding:::Causation	how-causal-is-the-paper-finding:::No relation is stated	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::Satisfied	How satisfied do you feel about your experience participating in our study?:::Not satisfied	How satisfied do you feel about your experience participating in our study?:::Very satisfied	How do you feel about your experience participating in our study compared with other studies?:::Better than others	How do you feel about your experience participating in our study compared with other studies?:::Much better than others	How do you feel about your experience participating in our study compared with other studies?:::Worse than others	How do you feel about your experience participating in our study compared with other studies?:::Similar	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Correlation	span_annotation:::Causation	span_annotation:::Words indicating certainty	span_annotation:::Words indicating uncertainty	span_annotation:::Generalization	span_annotation:::Missing element from the reported finding.	span_annotation:::Sensational language	span_annotation:::Generalization</div>	span_annotation:::Added element in reported finding.
5f97f80e8279d602b5dfd6b1	Medicine_401	<b>Reported finding:</b> For instance, more than one in three care home staff were rarely aware of a resident being taken outside of the home for their enjoyment, and 15% said activities were almost never planned around a resident's interests.<br><b>Paper finding:</b> Many care home staff were never or almost never aware of a resident being taken out of the home for their enjoyment (34%, n = 520); or an activity planned around a resident's interests (5%, n = 234).		1	2					4			5					1			1		2			2														[]	[]	[{'start': 67, 'end': 105, 'span': 'more than one in three care home staff', 'annotation': 'Words indicating certainty'}]	[{'start': 297, 'end': 317, 'span': 'Many care home staff', 'annotation': 'Words indicating uncertainty'}]	[]	"[{'start': 402, 'end': 427, 'span': ' enjoyment (34%, n = 520)', 'annotation': 'Missing element from the reported finding.'}, {'start': 460, 'end': 495, 'span': "" resident's interests (5%, n = 234)"", 'annotation': 'Missing element from the reported finding.'}]"	[]	[]	[{'start': 195, 'end': 240, 'span': '15% said activities were almost never planned', 'annotation': 'Added element in reported finding.'}]
5f97f80e8279d602b5dfd6b1	Medicine_350	<b>Reported finding:</b> They say their findings could lead to new ways to identify people at high risk for Alzheimer's.<br><b>Paper finding:</b> In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up .	2			1		1								4		1			1				1	2														[]	[]	[{'start': 297, 'end': 323, 'span': 'odds ratio 3.9, [1.5, 10.4', 'annotation': 'Words indicating certainty'}]	[{'start': 251, 'end': 271, 'span': 'showed substantially', 'annotation': 'Words indicating uncertainty'}, {'start': 409, 'end': 421, 'span': 'roughly 1/6 ', 'annotation': 'Words indicating uncertainty'}]	[{'start': 53, 'end': 61, 'span': 'They say', 'annotation': 'Generalization'}, {'start': 77, 'end': 87, 'span': 'could lead', 'annotation': 'Generalization'}]	[{'start': 189, 'end': 220, 'span': 'smaller population-based cohort', 'annotation': 'Missing element from the reported finding.'}, {'start': 231, 'end': 250, 'span': 'three French cities', 'annotation': 'Missing element from the reported finding.'}, {'start': 272, 'end': 295, 'span': 'increased dementia risk', 'annotation': 'Missing element from the reported finding.'}, {'start': 325, 'end': 355, 'span': ' in participants with glaucoma', 'annotation': 'Missing element from the reported finding.'}, {'start': 363, 'end': 370, 'span': '3 years', 'annotation': 'Missing element from the reported finding.'}, {'start': 381, 'end': 407, 'span': 'analyzed 2436 person-years', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	"[{'start': 111, 'end': 148, 'span': "" people at high risk for Alzheimer's."", 'annotation': 'Added element in reported finding.'}]"
5f97f80e8279d602b5dfd6b1	Experience.html	Experience																															How satisfied do you feel about your experience participating in our study?:::Not satisfied				How do you feel about your experience participating in our study compared with other studies?:::Worse than others		The controls were weird, if I previously marked something then I can't mark it again when answering another question, which meant that I had to leave it like that. The site was just designed in a terrible way. Touch up on your web design skills	[]	[]	[]	[]	[]	[]	[]	[]	[]
5f97f80e8279d602b5dfd6b1	Medicine_8	<b>Reported finding:</b> Otamixaban consistently increased all types of bleeding events, regardless of the severity or bleeding classification scheme used.<br><b>Paper finding:</b> Otamixaban consistently increased all types of bleeding events, regardless of the severity or bleeding classification scheme used (Table 2 ; and eTable 4 in the Supplement), and without interaction across patient subsets, including demographics, previous treatment, risk scores, biomarkers or management (eFigure 3B and eFigure 4 in the Supplement).	2			1				4						4		1			1		2				3													[]	[]	[{'start': 64, 'end': 76, 'span': 'consistently', 'annotation': 'Words indicating certainty'}, {'start': 219, 'end': 232, 'span': ' consistently', 'annotation': 'Words indicating certainty'}]	[{'start': 117, 'end': 127, 'span': 'regardless', 'annotation': 'Words indicating uncertainty'}, {'start': 273, 'end': 283, 'span': 'regardless', 'annotation': 'Words indicating uncertainty'}]	[]	[{'start': 339, 'end': 570, 'span': '(Table 2 ; and eTable 4 in the Supplement), and without interaction across patient subsets, including demographics, previous treatment, risk scores, biomarkers or management (eFigure 3B and eFigure 4 in the Supplement).\r\n          ', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	[]
5f97f80e8279d602b5dfd6b1	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
5f97f80e8279d602b5dfd6b1	Medicine_174	<b>Reported finding:</b> The second surprise came with the unearthing of CD81's inner cavity and the discovery that it can hold a cholesterol molecule.<br><b>Paper finding:</b> The tetraspanin CD81 contains a large intramembrane cavity occupied by cholesterol, indicating the potential for functional modulation by small molecules.	2			1			3							4			3		1		2			2														[]	[{'start': 264, 'end': 313, 'span': 'occupied by cholesterol, indicating the potential', 'annotation': 'Causation'}]	[]	[]	[{'start': 128, 'end': 179, 'span': ' discovery that it can hold a cholesterol molecule.', 'annotation': 'Generalization'}]	[{'start': 242, 'end': 263, 'span': ' intramembrane cavity', 'annotation': 'Missing element from the reported finding.'}, {'start': 318, 'end': 359, 'span': 'functional modulation by small molecules.', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 57, 'end': 72, 'span': 'second surprise', 'annotation': 'Sensational language'}]	[]	[]
603cd9dda3d28fac931d45e5	Medicine_401	<b>Reported finding:</b> For instance, more than one in three care home staff were rarely aware of a resident being taken outside of the home for their enjoyment, and 15% said activities were almost never planned around a resident's interests.<br><b>Paper finding:</b> Many care home staff were never or almost never aware of a resident being taken out of the home for their enjoyment (34%, n = 520); or an activity planned around a resident's interests (5%, n = 234).		1	2						2				3			1			1				1			1												[]	[]	[]	[]	[]	"[{'start': 574, 'end': 765, 'span': 'Many care home staff <span class=""span_container"" selection_label=""Missing element from the reported finding."" style=""background-color:rgb(0, 114,178, 0.25);"">were never or almost never aware', 'annotation': 'Missing element from the reported finding.'}]"	[]	[]	"[{'start': 101, 'end': 274, 'span': 'taff <span class=""span_container"" selection_label=""Added element in reported finding."" style=""background-color:rgb(204,121,167, 0.25);"">were rarely aware of a resident being', 'annotation': 'Added element in reported finding.'}]"
603cd9dda3d28fac931d45e5	Medicine_350	<b>Reported finding:</b> They say their findings could lead to new ways to identify people at high risk for Alzheimer's.<br><b>Paper finding:</b> In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up .		1		1		1								4		1			1				1	2														[]	[]	[]	[]	"[{'start': 53, 'end': 148, 'span': ""They say their findings could lead to new ways to identify people at high risk for Alzheimer's."", 'annotation': 'Generalization'}]"	"[{'start': 187, 'end': 508, 'span': 'a smaller population-based cohort of 812 in three French cities <span class=""span_container"" selection_label=""Missing element from the reported finding."" style=""background-color:rgb(0, 114,178, 0.25);"">showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years', 'annotation': 'Missing element from the reported finding.'}]"	[]	[]	[]
603cd9dda3d28fac931d45e5	Experience.html	Experience																																How satisfied do you feel about your experience participating in our study?:::Very satisfied	How do you feel about your experience participating in our study compared with other studies?:::Better than others					[]	[]	[]	[]	[]	[]	[]	[]	[]
603cd9dda3d28fac931d45e5	Medicine_8	<b>Reported finding:</b> Otamixaban consistently increased all types of bleeding events, regardless of the severity or bleeding classification scheme used.<br><b>Paper finding:</b> Otamixaban consistently increased all types of bleeding events, regardless of the severity or bleeding classification scheme used (Table 2 ; and eTable 4 in the Supplement), and without interaction across patient subsets, including demographics, previous treatment, risk scores, biomarkers or management (eFigure 3B and eFigure 4 in the Supplement).	2		2						2					4		1			1				1			1												[]	[]	[{'start': 340, 'end': 380, 'span': 'Table 2 ; and eTable 4 in the Supplement', 'annotation': 'Words indicating certainty'}]	[]	[]	[]	[]	[]	[]
603cd9dda3d28fac931d45e5	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
603cd9dda3d28fac931d45e5	Medicine_174	<b>Reported finding:</b> The second surprise came with the unearthing of CD81's inner cavity and the discovery that it can hold a cholesterol molecule.<br><b>Paper finding:</b> The tetraspanin CD81 contains a large intramembrane cavity occupied by cholesterol, indicating the potential for functional modulation by small molecules.	2		2					4						4	2				1				1			1												[]	[]	[{'start': 289, 'end': 300, 'span': 'indicating ', 'annotation': 'Words indicating certainty'}]	[]	[]	[{'start': 205, 'end': 264, 'span': 'The tetraspanin CD81 contains a large intramembrane cavity ', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 53, 'end': 77, 'span': 'The second surprise came', 'annotation': 'Sensational language'}]	[]	[{'start': 147, 'end': 179, 'span': 'can hold a cholesterol molecule.', 'annotation': 'Added element in reported finding.'}]
61544c72236c88d054490ea6	Medicine_tweet_24	<b>Reported finding:</b> Tamulosin is often used in patients with kidney stones in the hope it will speed stone passage.  This RCT shows it is ineffective.  <br><b>Paper finding:</b> Meaning For emergency department patients who present with renal colic owing to ureteral stones smaller than 9 mm, tamsulosin does not appear to promote stone passage.		1	2		5						5				2					3	2			2														[{'start': 53, 'end': 62, 'span': 'Tamulosin', 'annotation': 'Correlation'}, {'start': 291, 'end': 305, 'span': 'ureteral stone', 'annotation': 'Correlation'}]	[{'start': 140, 'end': 148, 'span': 'passage.', 'annotation': 'Causation'}, {'start': 364, 'end': 377, 'span': 'stone passage', 'annotation': 'Causation'}]	[{'start': 170, 'end': 182, 'span': ' ineffective', 'annotation': 'Words indicating certainty'}, {'start': 337, 'end': 345, 'span': 'does not', 'annotation': 'Words indicating certainty'}]	[]	[{'start': 80, 'end': 88, 'span': 'patients', 'annotation': 'Generalization'}]	[{'start': 307, 'end': 314, 'span': 'smaller', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 114, 'end': 119, 'span': ' hope', 'annotation': 'Sensational language'}, {'start': 219, 'end': 243, 'span': 'For emergency department', 'annotation': 'Sensational language'}]	[]	[{'start': 94, 'end': 107, 'span': 'kidney stones', 'annotation': 'Added element in reported finding.'}]
61544c72236c88d054490ea6	Medicine_403	<b>Reported finding:</b> No child had both SCQ and ADOS scores in the relevant ranges that would lead to an ASD diagnosis.<br><b>Paper finding:</b> In this study, not one child met strict diagnostic criteria for ASD using results of both the ADOS and SCQ.	2			1	5						5				2				1			3			3													[{'start': 136, 'end': 139, 'span': 'ASD', 'annotation': 'Correlation'}]	[{'start': 269, 'end': 274, 'span': ' ADOS', 'annotation': 'Causation'}, {'start': 279, 'end': 282, 'span': 'SCQ', 'annotation': 'Causation'}]	[{'start': 84, 'end': 90, 'span': 'scores', 'annotation': 'Words indicating certainty'}, {'start': 205, 'end': 215, 'span': 'met strict', 'annotation': 'Words indicating certainty'}]	[{'start': 175, 'end': 189, 'span': ' In this study', 'annotation': 'Words indicating uncertainty'}]	[{'start': 52, 'end': 61, 'span': ' No child', 'annotation': 'Generalization'}]	[{'start': 216, 'end': 235, 'span': 'diagnostic criteria', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 190, 'end': 204, 'span': ' not one child', 'annotation': 'Sensational language'}]	[]	[{'start': 98, 'end': 113, 'span': 'relevant ranges', 'annotation': 'Added element in reported finding.'}, {'start': 125, 'end': 129, 'span': 'lead', 'annotation': 'Added element in reported finding.'}]
61544c72236c88d054490ea6	Medicine_456	"<b>Reported finding:</b> Findings revealed that for many, anal heterosex appeared to be ""painful, risky and coercive, particularly for women.""<br><b>Paper finding:</b> Fourth, anal sex today appears to be a marker of (hetero)sexual achievement or experience, particularly for men."		1	2				3						3				3			3	2			2														[{'start': 245, 'end': 252, 'span': '(hetero', 'annotation': 'Correlation'}]	[{'start': 86, 'end': 90, 'span': 'anal', 'annotation': 'Causation'}, {'start': 204, 'end': 208, 'span': 'anal', 'annotation': 'Causation'}, {'start': 253, 'end': 272, 'span': 'sexual achievement ', 'annotation': 'Causation'}]	[{'start': 80, 'end': 84, 'span': 'many', 'annotation': 'Words indicating certainty'}, {'start': 274, 'end': 286, 'span': ' experience,', 'annotation': 'Words indicating certainty'}]	[{'start': 91, 'end': 100, 'span': 'heterosex', 'annotation': 'Words indicating uncertainty'}, {'start': 101, 'end': 109, 'span': 'appeared', 'annotation': 'Words indicating uncertainty'}, {'start': 209, 'end': 212, 'span': 'sex', 'annotation': 'Words indicating uncertainty'}, {'start': 287, 'end': 299, 'span': 'particularly', 'annotation': 'Words indicating uncertainty'}]	[{'start': 53, 'end': 61, 'span': 'Findings', 'annotation': 'Generalization'}, {'start': 196, 'end': 202, 'span': 'Fourth', 'annotation': 'Generalization'}]	[{'start': 303, 'end': 307, 'span': ' men', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 62, 'end': 70, 'span': 'revealed', 'annotation': 'Sensational language'}, {'start': 219, 'end': 226, 'span': 'appears', 'annotation': 'Sensational language'}]	[]	"[{'start': 116, 'end': 145, 'span': '""painful, risky and coercive,', 'annotation': 'Added element in reported finding.'}]"
61544c72236c88d054490ea6	Experience.html	Experience																																How satisfied do you feel about your experience participating in our study?:::Very satisfied	How do you feel about your experience participating in our study compared with other studies?:::Better than others				study was a bit challenging but thoroughly enjoyed 	[]	[]	[]	[]	[]	[]	[]	[]	[]
61544c72236c88d054490ea6	Medicine_63	"<b>Reported finding:</b> ""However the risk of death due to melanoma in this age group is generally low except among a small proportion of cases whose melanomas were already more than 1 mm thick when diagnosed,"" Professor Green said.<br><b>Paper finding:</b> As seen across all ages those diagnosed with lesions >1 mm were at higher risk of death of those with thin melanoma."	2		2					4						4	2			2				3		2														"[{'start': 227, 'end': 238, 'span': 'diagnosed,""', 'annotation': 'Correlation'}]"	[{'start': 87, 'end': 95, 'span': 'melanoma', 'annotation': 'Causation'}, {'start': 330, 'end': 347, 'span': ' lesions &gt;1 mm', 'annotation': 'Causation'}]	[]	[{'start': 178, 'end': 187, 'span': 'melanomas', 'annotation': 'Words indicating uncertainty'}, {'start': 395, 'end': 405, 'span': ' melanoma.', 'annotation': 'Words indicating uncertainty'}]	[{'start': 96, 'end': 113, 'span': 'in this age group', 'annotation': 'Generalization'}]	[{'start': 356, 'end': 376, 'span': 'higher risk of death', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 73, 'end': 79, 'span': ' death', 'annotation': 'Sensational language'}, {'start': 316, 'end': 326, 'span': 'diagnosed ', 'annotation': 'Sensational language'}]	[]	[{'start': 286, 'end': 309, 'span': 'As seen across all ages', 'annotation': 'Added element in reported finding.'}]
61544c72236c88d054490ea6	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
60db47093e2683c0a02d1541	Medicine_63	"<b>Reported finding:</b> ""However the risk of death due to melanoma in this age group is generally low except among a small proportion of cases whose melanomas were already more than 1 mm thick when diagnosed,"" Professor Green said.<br><b>Paper finding:</b> As seen across all ages those diagnosed with lesions >1 mm were at higher risk of death of those with thin melanoma."		1	2					4			5					1		2					1	2														[]	[]	[]	[{'start': 287, 'end': 299, 'span': 's seen acros', 'annotation': 'Words indicating uncertainty'}]	[]	[{'start': 302, 'end': 376, 'span': 'll ages those diagnosed with lesions &gt;1 mm were at higher risk of death', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	[{'start': 96, 'end': 137, 'span': 'in this age group is generally low except', 'annotation': 'Added element in reported finding.'}]
60db47093e2683c0a02d1541	Medicine_tweet_24	<b>Reported finding:</b> Tamulosin is often used in patients with kidney stones in the hope it will speed stone passage.  This RCT shows it is ineffective.  <br><b>Paper finding:</b> Meaning For emergency department patients who present with renal colic owing to ureteral stones smaller than 9 mm, tamsulosin does not appear to promote stone passage.	2																																					[]	[]	[]	[]	[]	[]	[]	[]	[{'start': 291, 'end': 324, 'span': 'ureteral stones smaller than 9 mm', 'annotation': 'Added element in reported finding.'}]
60db47093e2683c0a02d1541	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
6028191ed22ee868e11c5095	Medicine_79	<b>Reported finding:</b> Taking vitamin D during pregnancy was safe, with no extra fetal or neonatal mortality, congenital abnormality, or critical illness at birth, said senior author Dr. Shu Qin Wei of the University of Montreal, Canada.<br><b>Paper finding:</b> Vitamin D supplementation with doses of 2000 IU/d or lower during pregnancy may reduce the risk of fetal or neonatal mortality.		1	2		5									4		1			1				1	2														[]	[]	[{'start': 87, 'end': 95, 'span': 'was safe', 'annotation': 'Words indicating certainty'}]	[]	[]	[{'start': 369, 'end': 420, 'span': 'may reduce the risk of fetal or neonatal mortality.', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	[{'start': 140, 'end': 193, 'span': 'congenital abnormality, or critical illness at birth,', 'annotation': 'Added element in reported finding.'}]
6028191ed22ee868e11c5095	Medicine_125	<b>Reported finding:</b> The study also revealed that despite sometimes being separated by hundreds of miles, resistant bedbug colonies utilized many of the same genes to protect themselves against pyrethroid insecticides.<br><b>Paper finding:</b> Our data showed that multiple mechanisms involved in pyrethroid resistance is not only a phenomenon occurring in laboratory bed bug strains but also is widespread in naturally occurring bed bug populations (Figs.		1	2		5						5					1			1		2			2														[]	[]	[{'start': 67, 'end': 77, 'span': ' revealed ', 'annotation': 'Words indicating certainty'}, {'start': 544, 'end': 551, 'span': 'showed ', 'annotation': 'Words indicating certainty'}, {'start': 822, 'end': 879, 'span': 'is widespread in naturally occurring bed bug populations ', 'annotation': 'Words indicating certainty'}]	[]	[]	"[{'start': 556, 'end': 812, 'span': 'multiple mechanisms involved in pyrethroid resistance is not only a phenomenon occurring in<span class=""span_container"" selection_label=""Missing element from the reported finding."" style=""background-color:rgb(0, 114,178, 0.25);""> laboratory bed bug strains', 'annotation': 'Missing element from the reported finding.'}]"	[]	[]	"[{'start': 137, 'end': 327, 'span': ' <span class=""span_container"" selection_label=""Added element in reported finding."" style=""background-color:rgb(204,121,167, 0.25);"">resistant bedbug colonies utilized many of the same genes ', 'annotation': 'Added element in reported finding.'}]"
6028191ed22ee868e11c5095	Experience.html	Experience																															How satisfied do you feel about your experience participating in our study?:::Not satisfied				How do you feel about your experience participating in our study compared with other studies?:::Worse than others		The mechanism used to select the text was difficult to use because sometimes the words or sentences overlapped and it was hard to select the same word/sentence for more than one option	[]	[]	[]	[]	[]	[]	[]	[]	[]
6028191ed22ee868e11c5095	Medicine_282	<b>Reported finding:</b> Although the light of the half moon would likely be sufficient to illuminate the pollen, the full moon alone remains up throughout the entire night, so the researchers think that E. foeminiea maximizes the effect for efficiency.<br><b>Paper finding:</b> The moon may further be crucial for pollinator attraction.		1	2					4						4		1			1			3			3													[]	[{'start': 328, 'end': 338, 'span': 'be crucial', 'annotation': 'Causation'}]	[{'start': 316, 'end': 320, 'span': 'may ', 'annotation': 'Words indicating certainty'}]	[]	[]	[{'start': 343, 'end': 365, 'span': 'pollinator attraction.', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	[{'start': 205, 'end': 265, 'span': 'the researchers think that E. foeminiea maximizes the effect', 'annotation': 'Added element in reported finding.'}]
6028191ed22ee868e11c5095	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
6028191ed22ee868e11c5095	Medicine_tweet_17	<b>Reported finding:</b> Elementary teachers' depression symptoms related to students' learning... <br><b>Paper finding:</b> Teachers' depressive symptoms were negatively associated with quality of CLE, and quality of CLE mediated the association between depressive symptoms and student achievement.	2			1	5									4	2				1		2			2														[]	[]	[{'start': 94, 'end': 101, 'span': 'related', 'annotation': 'Words indicating certainty'}]	[{'start': 188, 'end': 210, 'span': 'negatively associated ', 'annotation': 'Words indicating uncertainty'}]	"[{'start': 106, 'end': 124, 'span': ""tudents' learning."", 'annotation': 'Generalization'}]"	[{'start': 215, 'end': 326, 'span': 'quality of CLE, and quality of CLE mediated the association between depressive symptoms and student achievement', 'annotation': 'Missing element from the reported finding.'}]	[{'start': 74, 'end': 93, 'span': 'depression symptoms', 'annotation': 'Sensational language'}]	[]	[{'start': 53, 'end': 63, 'span': 'Elementary', 'annotation': 'Added element in reported finding.'}]
613914e6826c1c5bc3949485	Medicine_79	<b>Reported finding:</b> Taking vitamin D during pregnancy was safe, with no extra fetal or neonatal mortality, congenital abnormality, or critical illness at birth, said senior author Dr. Shu Qin Wei of the University of Montreal, Canada.<br><b>Paper finding:</b> Vitamin D supplementation with doses of 2000 IU/d or lower during pregnancy may reduce the risk of fetal or neonatal mortality.		1		1	5									4			3	2			2				3													[]	[]	[]	[{'start': 1272, 'end': 1282, 'span': 'may reduce', 'annotation': 'Words indicating uncertainty'}]	"[{'start': 52, 'end': 326, 'span': ' <span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">Taking <span class=""span_container"" selection_label=""Generalization"" style=""background-color:rgb(213,94,0, 0.25);"">vitamin D during pregnancy was safe,', 'annotation': 'Generalization'}]"	"[{'start': 1090, 'end': 1246, 'span': 'oses of <span class=""span_container"" selection_label=""Missing element from the reported finding."" style=""background-color:rgb(0, 114,178, 0.25);"">2000 IU/d ', 'annotation': 'Missing element from the reported finding.'}]"	[{'start': 777, 'end': 829, 'span': 'congenital abnormality, or critical illness at birth', 'annotation': 'Sensational language'}]	[]	"[{'start': 327, 'end': 499, 'span': 'with no extra <span class=""span_container"" selection_label=""Added element in reported finding."" style=""background-color:rgb(204,121,167, 0.25);"">fetal or neonatal mortality', 'annotation': 'Added element in reported finding.'}]"
613914e6826c1c5bc3949485	Medicine_125	<b>Reported finding:</b> The study also revealed that despite sometimes being separated by hundreds of miles, resistant bedbug colonies utilized many of the same genes to protect themselves against pyrethroid insecticides.<br><b>Paper finding:</b> Our data showed that multiple mechanisms involved in pyrethroid resistance is not only a phenomenon occurring in laboratory bed bug strains but also is widespread in naturally occurring bed bug populations (Figs.		1		1				4						4			3	2				3		2														[]	[]	[]	"[{'start': 874, 'end': 1018, 'span': 'not only a <span class=""span_container"" selection_label=""Words indicating uncertainty"" style=""background-color:rgb(0,158,115, 0.25);"">phenomenon', 'annotation': 'Words indicating uncertainty'}]"	[{'start': 106, 'end': 164, 'span': 'separated by hundreds of miles, resistant bedbug colonies ', 'annotation': 'Generalization'}]	[{'start': 1031, 'end': 1059, 'span': ' laboratory bed bug strains ', 'annotation': 'Missing element from the reported finding.'}]	"[{'start': 472, 'end': 641, 'span': 'to <span class=""span_container"" selection_label=""Sensational language"" style=""background-color:rgb(86,180,233, 0.25);"">protect themselves against pyrethroid insecticides', 'annotation': 'Sensational language'}]"	[]	"[{'start': 164, 'end': 326, 'span': 'utilized many of the same <span class=""span_container"" selection_label=""Added element in reported finding."" style=""background-color:rgb(204,121,167, 0.25);"">genes', 'annotation': 'Added element in reported finding.'}]"
613914e6826c1c5bc3949485	Experience.html	Experience																														How satisfied do you feel about your experience participating in our study?:::Satisfied						How do you feel about your experience participating in our study compared with other studies?:::Similar		[]	[]	[]	[]	[]	[]	[]	[]	[]
613914e6826c1c5bc3949485	Medicine_282	<b>Reported finding:</b> Although the light of the half moon would likely be sufficient to illuminate the pollen, the full moon alone remains up throughout the entire night, so the researchers think that E. foeminiea maximizes the effect for efficiency.<br><b>Paper finding:</b> The moon may further be crucial for pollinator attraction.		1		1	5					2						1				3	2				3													[]	[]	"[{'start': 142, 'end': 283, 'span': 't<span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">he full moon alone', 'annotation': 'Words indicating certainty'}]"	[{'start': 367, 'end': 376, 'span': 'maximizes', 'annotation': 'Words indicating uncertainty'}, {'start': 674, 'end': 678, 'span': 'may ', 'annotation': 'Words indicating uncertainty'}]	"[{'start': 556, 'end': 674, 'span': ' <span class=""span_container"" selection_label=""Generalization"" style=""background-color:rgb(213,94,0, 0.25);"">The moon ', 'annotation': 'Generalization'}]"	[]	[{'start': 689, 'end': 696, 'span': 'crucial', 'annotation': 'Sensational language'}]	[]	"[{'start': 825, 'end': 970, 'span': 'or<span class=""span_container"" selection_label=""Added element in reported finding."" style=""background-color:rgb(204,121,167, 0.25);""> pollinator ', 'annotation': 'Added element in reported finding.'}]"
613914e6826c1c5bc3949485	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
613914e6826c1c5bc3949485	Medicine_tweet_17	<b>Reported finding:</b> Elementary teachers' depression symptoms related to students' learning... <br><b>Paper finding:</b> Teachers' depressive symptoms were negatively associated with quality of CLE, and quality of CLE mediated the association between depressive symptoms and student achievement.	2			1	5									4	2				1		2				3													[]	[]	[]	[{'start': 485, 'end': 493, 'span': 'mediated', 'annotation': 'Words indicating uncertainty'}]	"[{'start': 74, 'end': 209, 'span': 'depression symptoms<span class=""span_container"" selection_label=""Generalization"" style=""background-color:rgb(213,94,0, 0.25);""> related', 'annotation': 'Generalization'}]"	[{'start': 458, 'end': 484, 'span': 'of CLE, and quality of CLE', 'annotation': 'Missing element from the reported finding.'}]	"[{'start': 52, 'end': 63, 'span': ' Elementary', 'annotation': 'Sensational language'}, {'start': 64, 'end': 73, 'span': ""teachers'"", 'annotation': 'Sensational language'}, {'start': 494, 'end': 509, 'span': 'the association', 'annotation': 'Sensational language'}]"	[]	"[{'start': 337, 'end': 359, 'span': ""to students' learning."", 'annotation': 'Added element in reported finding.'}]"
