user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	how-causal-is-the-finding:::Correlation	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_5	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation	span_annotation:::Correlation
63f8f2c2941d27adb3d9eb67	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.				2																					[]	[]	[]
63f8f2c2941d27adb3d9eb67	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
63f8f2c2941d27adb3d9eb67	Psychology_tweet_134_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus our study cannot directly explain how MD correlates of the amount of VGP in the identified areas are associated with the observed cognitive functional correlates of the amount of VGP and other cognitive functions. In conclusion, increased VGP is directly or indirectly associated with delayed development of the MD in extensive regions in the brain as well as verbal intelligence. However, the present study advanced our understanding of VGP as a daily habit of children and revealed that the conditions in which children play videogames for long periods of time may lead to unfavorable neurocognitive development, at least from a certain perspective.""><b>Finding:</b></span> However, the present study advanced our understanding of VGP as a daily habit of children and revealed that the conditions in which children play videogames for long periods of time may lead to unfavorable neurocognitive development, at least from a certain perspective."				2																					[]	[]	[]
63f8f2c2941d27adb3d9eb67	Psychology_402_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In this analysis, we found a dose-response association between the number of lifetime PTSD symptoms and prevalence of food addiction in middle adulthood. Food addiction prevalence appeared to be further elevated when PTSD symptoms occurred earlier in life. To our knowledge, this is the first study to look at the association between PTSD symptoms and food addiction.""><b>Finding:</b></span> Food addiction prevalence appeared to be further elevated when PTSD symptoms occurred earlier in life."				2																					[]	[]	[]
63f8f2c2941d27adb3d9eb67	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
63f8f2c2941d27adb3d9eb67	Psychology_tweet_134_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Impact of videogame play on the brain's microstructural properties: cross ... - Nature...  #social #BPM""><b>Finding:</b></span> Impact of videogame play on the brain's microstructural properties: cross ... - Nature...  #social #BPM"				2																					[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_400_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 3 , the interaction of target condition and birth experience was also not significant, F(1, 352) = 0.08, n.s., indicating that the differences in saccade latencies of vaginally delivered infants relative to infants delivered by caesarean section were similar when a target was presented alone (vaginal . Thus, irrespective of whether infants had to initiate a saccadic eye movement to a single item or to a stimulus item in the presence of a competing item, those who were delivered by caesarean section took longer to allocate attention and initiate that eye movement than did those who were delivered vaginally. Alternatively, the slowed attentional responses of caesarean-section infants relative to vaginal infants might have been due to other factors.""><b>Finding:</b></span> Thus, irrespective of whether infants had to initiate a saccadic eye movement to a single item or to a stimulus item in the presence of a competing item, those who were delivered by caesarean section took longer to allocate attention and initiate that eye movement than did those who were delivered vaginally."	3																								[{'start': 1204, 'end': 1209, 'span': 'than ', 'annotation': 'Causation'}]	[]	[]
610a70382d1a77de8e59ad17	Psychology_tweet_73_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Childhood Corporal #Punishment and Future Perpetration of Physical Dating Violence [a]  HT @username  #DV #IPV #VAW #Parenting ""><b>Finding:</b></span> Childhood Corporal #Punishment and Future Perpetration of Physical Dating Violence [a]  HT @username  #DV #IPV #VAW #Parenting "			4																						[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_402_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The researchers suggest that women who reported more PTSD symptoms were more likely to have food addiction when measured via the Yale Food Addiction Scale, which assess dependency on food. The researchers suggest that more than 50 percent of the participants were exposed to some type of trauma and about 66 percent women, who experienced trauma, reported to have at least one lifetime PTSD symptom. Around 8 percent of these women also reported to have between 6 and 7 PTSD symptoms, which was the maximum on the questionnaire they had filled.""><b>Finding:</b></span> The researchers suggest that women who reported more PTSD symptoms were more likely to have food addiction when measured via the Yale Food Addiction Scale, which assess dependency on food."				2																					[]	[]	[{'start': 798, 'end': 809, 'span': 'more likely', 'annotation': 'Correlation'}]
610a70382d1a77de8e59ad17	Psychology_400_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It is considered noteworthy since the number of C-sections in recent times has been increasing. ""The stimulus-driven, reflexive attention and saccadic eye movement of those babies born via a Cesarean were found to be slowed compared to those of vaginally delivered infants. This is not because such babies try to more accurately select the right cues.""><b>Finding:</b></span> ""The stimulus-driven, reflexive attention and saccadic eye movement of those babies born via a Cesarean were found to be slowed compared to those of vaginally delivered infants."		1																							[{'start': 741, 'end': 750, 'span': 'compared ', 'annotation': 'Causation'}]	[]	[]
610a70382d1a77de8e59ad17	Psychology_53_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""While we can't say that spanking causes later violence, it follows that if a kid learns that physical punishment is a way to solve conflict, he/she may carry that over into conflicts with later intimate partners,"" said study senior author Jeff Temple. About 19 percent said they had committed some form of dating violence and 69 percent said they were physically punished during childhood. The study identified a significant association between corporal punishment during childhood and violence toward dating partners in adulthood.""><b>Finding:</b></span> About 19 percent said they had committed some form of dating violence and 69 percent said they were physically punished during childhood."		1																							[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_tweet_73_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More African Americans endorsed experiencing corporal punishment ""always,"" relative to Hispanic participants, c 2 [1] = 3.96, P < .05, but this difference did not emerge between African American and white participants, c 2 [1] = 1.51, P = .22. A significant positive association emerged for the association between corporal punishment and physical perpetration of dating violence, with an OR of 1.30 (95% CI 1.07-1.59). In the multivariate analysis, controlling for sex, ethnicity, age, parental education, yearly alcohol use, as well as child physical abuse, corporal punishment remained a significant and robust predictor of perpetration of dating violence (aOR 1.29, 95% CI 1.02-1.62; Table III) .""><b>Finding:</b></span> A significant positive association emerged for the association between corporal punishment and physical perpetration of dating violence, with an OR of 1.30 (95% CI 1.07-1.59)."				2																					[]	[]	[{'start': 965, 'end': 977, 'span': 'association ', 'annotation': 'Correlation'}]
610a70382d1a77de8e59ad17	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[]	[]	[]
610a70382d1a77de8e59ad17	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
610a70382d1a77de8e59ad17	Experience.html	Experience								4				2							5					Some questions seemed tricky. Hope I answered correctly. Interesting study, though. Makes one think.	[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_53_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results In all, 19% of participants (n = 134) reported physical dating violence perpetration and 68% reported experiencing corporal punishment as children (n = 498). Analysis showed a significant positive association between corporal punishment and physical perpetration of dating violence (OR 1.30, 95% CI 1.07-1.59). Even after controlling for sex, ethnicity, age, parental education, and child physical abuse, childhood corporal punishment was associated significantly with physical dating violence perpetration (aOR 1.29, 95% CI 1.02-1.62).""><b>Finding:</b></span> Results In all, 19% of participants (n = 134) reported physical dating violence perpetration and 68% reported experiencing corporal punishment as children (n = 498)."		1																							[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_tweet_110_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: #Stroke survivors can have “significant” improvement in arm movements after using interactive video games ""><b>Finding:</b></span> #Stroke survivors can have “significant” improvement in arm movements after using interactive video games "		1																							[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_tweet_110_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A perceived lack of support from physiotherapists was the most frequently mentioned factor associated with lack of compliance. The innovative use of the Nintendo Wii could present a way to enhance community based stroke rehabilitation of the arm by providing a motivating and cost-effective way of exercising that could be remotely monitored and exercises adjusted as required by a physiotherapist . Firstly, a comprehensive review of the literature is presented to foreground the development work that is the focus of this paper.""><b>Finding:</b></span> The innovative use of the Nintendo Wii could present a way to enhance community based stroke rehabilitation of the arm by providing a motivating and cost-effective way of exercising that could be remotely monitored and exercises adjusted as required by a physiotherapist ."		1																							[]	[]	[]
610a70382d1a77de8e59ad17	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_tweet_134_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus our study cannot directly explain how MD correlates of the amount of VGP in the identified areas are associated with the observed cognitive functional correlates of the amount of VGP and other cognitive functions. In conclusion, increased VGP is directly or indirectly associated with delayed development of the MD in extensive regions in the brain as well as verbal intelligence. However, the present study advanced our understanding of VGP as a daily habit of children and revealed that the conditions in which children play videogames for long periods of time may lead to unfavorable neurocognitive development, at least from a certain perspective.""><b>Finding:</b></span> However, the present study advanced our understanding of VGP as a daily habit of children and revealed that the conditions in which children play videogames for long periods of time may lead to unfavorable neurocognitive development, at least from a certain perspective."	3																								[{'start': 1025, 'end': 1030, 'span': 'lead ', 'annotation': 'Causation'}]	[]	[]
610a70382d1a77de8e59ad17	Psychology_402_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In this analysis, we found a dose-response association between the number of lifetime PTSD symptoms and prevalence of food addiction in middle adulthood. Food addiction prevalence appeared to be further elevated when PTSD symptoms occurred earlier in life. To our knowledge, this is the first study to look at the association between PTSD symptoms and food addiction.""><b>Finding:</b></span> Food addiction prevalence appeared to be further elevated when PTSD symptoms occurred earlier in life."				2																					[]	[]	[{'start': 591, 'end': 607, 'span': 'further elevated', 'annotation': 'Correlation'}]
610a70382d1a77de8e59ad17	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
610a70382d1a77de8e59ad17	Psychology_tweet_134_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Impact of videogame play on the brain's microstructural properties: cross ... - Nature...  #social #BPM""><b>Finding:</b></span> Impact of videogame play on the brain's microstructural properties: cross ... - Nature...  #social #BPM"	3																								[{'start': 285, 'end': 292, 'span': 'Impact ', 'annotation': 'Causation'}]	[]	[]
5ec2a21d6053200957b486f9	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
5ec2a21d6053200957b486f9	Psychology_tweet_73_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Childhood Corporal #Punishment and Future Perpetration of Physical Dating Violence [a]  HT @username  #DV #IPV #VAW #Parenting ""><b>Finding:</b></span> Childhood Corporal #Punishment and Future Perpetration of Physical Dating Violence [a]  HT @username  #DV #IPV #VAW #Parenting "				2																					[]	[]	[]
5ec2a21d6053200957b486f9	Psychology_400_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It is considered noteworthy since the number of C-sections in recent times has been increasing. ""The stimulus-driven, reflexive attention and saccadic eye movement of those babies born via a Cesarean were found to be slowed compared to those of vaginally delivered infants. This is not because such babies try to more accurately select the right cues.""><b>Finding:</b></span> ""The stimulus-driven, reflexive attention and saccadic eye movement of those babies born via a Cesarean were found to be slowed compared to those of vaginally delivered infants."				2																					[]	[]	[]
5ec2a21d6053200957b486f9	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
5ec2a21d6053200957b486f9	Psychology_tweet_134_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus our study cannot directly explain how MD correlates of the amount of VGP in the identified areas are associated with the observed cognitive functional correlates of the amount of VGP and other cognitive functions. In conclusion, increased VGP is directly or indirectly associated with delayed development of the MD in extensive regions in the brain as well as verbal intelligence. However, the present study advanced our understanding of VGP as a daily habit of children and revealed that the conditions in which children play videogames for long periods of time may lead to unfavorable neurocognitive development, at least from a certain perspective.""><b>Finding:</b></span> However, the present study advanced our understanding of VGP as a daily habit of children and revealed that the conditions in which children play videogames for long periods of time may lead to unfavorable neurocognitive development, at least from a certain perspective."				2																					[]	[]	[]
5ec2a21d6053200957b486f9	Psychology_tweet_73_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More African Americans endorsed experiencing corporal punishment ""always,"" relative to Hispanic participants, c 2 [1] = 3.96, P < .05, but this difference did not emerge between African American and white participants, c 2 [1] = 1.51, P = .22. A significant positive association emerged for the association between corporal punishment and physical perpetration of dating violence, with an OR of 1.30 (95% CI 1.07-1.59). In the multivariate analysis, controlling for sex, ethnicity, age, parental education, yearly alcohol use, as well as child physical abuse, corporal punishment remained a significant and robust predictor of perpetration of dating violence (aOR 1.29, 95% CI 1.02-1.62; Table III) .""><b>Finding:</b></span> A significant positive association emerged for the association between corporal punishment and physical perpetration of dating violence, with an OR of 1.30 (95% CI 1.07-1.59)."				2																					[]	[]	[]
5ec2a21d6053200957b486f9	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
5ec2a21d6053200957b486f9	Psychology_tweet_134_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Impact of videogame play on the brain's microstructural properties: cross ... - Nature...  #social #BPM""><b>Finding:</b></span> Impact of videogame play on the brain's microstructural properties: cross ... - Nature...  #social #BPM"				2																					[]	[]	[]
63db68bd532d28fda6787021	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
63db68bd532d28fda6787021	Psychology_tweet_0_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models. These advances raise possibilities for investigating maturational lag in ADHD in the developing ICN architecture of the brain (18). Thus, conventional seedbased strategies are likely to produce summary measures that do not capture underlying fine-grained patterns of variation or can miss trends that are detectable only when looking across large populations of connections.""><b>Finding:</b></span> These advances raise possibilities for investigating maturational lag in ADHD in the developing ICN architecture of the brain (18)."	3																								[]	[]	[]
63db68bd532d28fda6787021	Psychology_tweet_0_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Lag in maturation of the brain’s intrinsic functional architecture in ADHD  ""><b>Finding:</b></span> Lag in maturation of the brain’s intrinsic functional architecture in ADHD  "	3																								[]	[]	[]
63db68bd532d28fda6787021	Psychology_tweet_106_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In addition, when fathers enacted or espoused a more egalitarian distribution of household labor, their daughters in particular expressed a greater interest in working outside the home and having a less stereotypical occupation. Fathers' implicit gender-role associations also uniquely predicted daughters' (but not sons') occupational preferences. These findings suggest that a more balanced division of household labor between parents might promote greater workforce equality in future generations.""><b>Finding:</b></span> Fathers' implicit gender-role associations also uniquely predicted daughters' (but not sons') occupational preferences."	3																								[]	[]	[]
63db68bd532d28fda6787021	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.	3																								[]	[]	[]
63db68bd532d28fda6787021	Experience.html	Experience									5				4		1										[]	[]	[]
63db68bd532d28fda6787021	Psychology_148_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Similarly, a retrospective study using 5% of Medicare claims data revealed no increased AD risk in people with glaucoma (n 5 63,235) compared with propensity score-matched people without glaucoma during 14 years of follow-up (HR 0.91, [0.88, 0.93]) . In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up . The Rotterdam Study followed 1438 dementia-free participants aged 75 years for an average of 25 months and found increased AD risk in those with advanced AMD (HR 2.1, [1.1, 4.3] ), but this became insignificant with smoking and atherosclerosis included in the model .""><b>Finding:</b></span> In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up ."				2																					[]	[]	[]
63db68bd532d28fda6787021	Psychology_218_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: For example, adults listening to spoken sentences look at a possible visual referent even when the visual array is irrelevant to the task (for a review see , and even look to shape-similar items when that item is clearly not the referent of the uttered word (e.g. By hypothesis, the underlying mechanism for these effects may be fundamentally the same as the one proposed here: Heard words yield representations (either expectations or biased encoding of seen things) in visual working memory and these active representations then drive where one looks in a scene. The two hypothesized approaches to search illustrated in Figure 6 differ principally in whether the target representation is active throughout search or whether it is activated upon seeing a similar enough item in the array.""><b>Finding:</b></span> By hypothesis, the underlying mechanism for these effects may be fundamentally the same as the one proposed here: Heard words yield representations (either expectations or biased encoding of seen things) in visual working memory and these active representations then drive where one looks in a scene."	3																								[]	[]	[]
63db68bd532d28fda6787021	Psychology_tweet_106_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: When dads do housework, their daughters are more likely to seek careers outside the home.  #PW""><b>Finding:</b></span> When dads do housework, their daughters are more likely to seek careers outside the home.  #PW"			4																						[]	[]	[]
63db68bd532d28fda6787021	Psychology_tweet_229_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This research is particularly relevant for disadvantaged people -many of whom live in social isolation. Participation in a choir or other group activity can increase their level of social interaction and potentially provide an additional social identity, which could have positive outcomes for their health and well being. The IPA approach has been called the most psychological of the thematic analysis approaches, with a particular focus on the cognitions and emotions of participants , which makes it a suitable approach for the current study.""><b>Finding:</b></span> Participation in a choir or other group activity can increase their level of social interaction and potentially provide an additional social identity, which could have positive outcomes for their health and well being."	3																								[]	[]	[]
63db68bd532d28fda6787021	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
63db68bd532d28fda6787021	Psychology_39_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: the incidence and clinical expression of schizophrenia vary according to a number of sociodemographic factors including, amongst others, the ethnic origin of the patients under investigation. For example, patients from Asian ethnicities are more likely to experience visual hallucinations, whereas patients from western cultures and Caucasian ethnicities are more likely to suffer from auditory hallucinations. 5 In addition, the content of hallucination and delusions is also strongly influenced by the patient's ethnic milieus.""><b>Finding:</b></span> For example, patients from Asian ethnicities are more likely to experience visual hallucinations, whereas patients from western cultures and Caucasian ethnicities are more likely to suffer from auditory hallucinations."				2																					[]	[]	[]
63db68bd532d28fda6787021	Psychology_tweet_229_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: from the journal Psychology of Music, the benefits of choir singing for the mentally ill: ""><b>Finding:</b></span> from the journal Psychology of Music, the benefits of choir singing for the mentally ill: "	3																								[]	[]	[]
63db68bd532d28fda6787021	Psychology_218_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""If the name of the target object was also said, the children were much faster at finding it and less distracted by the other objects in the scene,"" said Vales, a graduate student in the Department of Psychological and Brain Sciences. ""What we've shown is that in 3-year-old children, words activate memories that then rapidly deploy attention and lead children to find the relevant object in a cluttered array,"" said Smith, Chancellor's Professor in the Department of Psychological and Brain Sciences. ""Words call up an idea that is more robust than an image and to which we more rapidly respond.""><b>Finding:</b></span> ""What we've shown is that in 3-year-old children, words activate memories that then rapidly deploy attention and lead children to find the relevant object in a cluttered array,"" said Smith, Chancellor's Professor in the Department of Psychological and Brain Sciences."				2																					[]	[]	[]
63db68bd532d28fda6787021	Psychology_39_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: / no comments

While it is known that the incidence and outward symptoms of schizophrenia are strongly influenced by ethnic factorsaEUR""for instance, patients from Asian ethnicities are more likely to experience visual hallucinations, whereas patients from western cultures and Caucasian ethnicities are more likely to suffer from auditory hallucinationsaEUR""it was unclear if brain deficits would differ amongst suffers from various ethnic backgrounds. Building upon previous research showing consistent gray matter reduction in the right anterior insulaaEUR""evident after a single episode of the illnessaEUR""the authors conclude this reduction exists regardless of ethnic background. Their work provides additional evidence that this region may provide valuable information that could be used to inform diagnostic evaluations in not only schizophrenia but other Axis I disorders such as bipolar disorder, depression, addiction, obsessive-compulsive disorder and anxiety regardless of ethnicity.""><b>Finding:</b></span> / no comments

While it is known that the incidence and outward symptoms of schizophrenia are strongly influenced by ethnic factorsaEUR""for instance, patients from Asian ethnicities are more likely to experience visual hallucinations, whereas patients from western cultures and Caucasian ethnicities are more likely to suffer from auditory hallucinationsaEUR""it was unclear if brain deficits would differ amongst suffers from various ethnic backgrounds."				2																					[]	[]	[]
63db68bd532d28fda6787021	Psychology_148_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The main message from this study is that ophthalmologists should be more aware of the risks of developing dementia for people with these eye conditions and primary care doctors seeing patients with these eye conditions might be more careful on checking on possible dementia or memory loss,"" Lee explained in a university news release. Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said. ""What we found was not subtle,"" said Paul Crane, a professor of medicine at the university.""><b>Finding:</b></span> Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said."				2																					[]	[]	[]
63db68bd532d28fda6787021	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
5a6e4ecae6cc4a0001b6d38d	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
5a6e4ecae6cc4a0001b6d38d	Psychology_tweet_0_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models. These advances raise possibilities for investigating maturational lag in ADHD in the developing ICN architecture of the brain (18). Thus, conventional seedbased strategies are likely to produce summary measures that do not capture underlying fine-grained patterns of variation or can miss trends that are detectable only when looking across large populations of connections.""><b>Finding:</b></span> These advances raise possibilities for investigating maturational lag in ADHD in the developing ICN architecture of the brain (18)."		1																							[]	[]	[]
5a6e4ecae6cc4a0001b6d38d	Psychology_tweet_0_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Lag in maturation of the brain’s intrinsic functional architecture in ADHD  ""><b>Finding:</b></span> Lag in maturation of the brain’s intrinsic functional architecture in ADHD  "		1																							[]	[]	[]
5a6e4ecae6cc4a0001b6d38d	Psychology_tweet_106_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In addition, when fathers enacted or espoused a more egalitarian distribution of household labor, their daughters in particular expressed a greater interest in working outside the home and having a less stereotypical occupation. Fathers' implicit gender-role associations also uniquely predicted daughters' (but not sons') occupational preferences. These findings suggest that a more balanced division of household labor between parents might promote greater workforce equality in future generations.""><b>Finding:</b></span> Fathers' implicit gender-role associations also uniquely predicted daughters' (but not sons') occupational preferences."	3																								[{'start': 802, 'end': 820, 'span': 'uniquely predicted', 'annotation': 'Causation'}]	[]	[]
5a6e4ecae6cc4a0001b6d38d	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
5a6e4ecae6cc4a0001b6d38d	Experience.html	Experience								4			3						2								[]	[]	[]
5a6e4ecae6cc4a0001b6d38d	Psychology_148_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Similarly, a retrospective study using 5% of Medicare claims data revealed no increased AD risk in people with glaucoma (n 5 63,235) compared with propensity score-matched people without glaucoma during 14 years of follow-up (HR 0.91, [0.88, 0.93]) . In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up . The Rotterdam Study followed 1438 dementia-free participants aged 75 years for an average of 25 months and found increased AD risk in those with advanced AMD (HR 2.1, [1.1, 4.3] ), but this became insignificant with smoking and atherosclerosis included in the model .""><b>Finding:</b></span> In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up ."				2																					[]	[]	[{'start': 1044, 'end': 1088, 'span': 'showed substantially increased dementia risk', 'annotation': 'Correlation'}]
