user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Level-of-generality:::Finding B	Level-of-generality:::They are at the same level of generality	Level-of-generality:::Finding A	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box
600b9a216e864a1f9316c1dd	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
600b9a216e864a1f9316c1dd	Medicine_419	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Because mothers who smoke are often more stressed and living in adverse conditions -- these findings represent a public health concern and highlight the need to help smoking moms quit and reduce stress levels and improve social conditions for poor pregnant mothers,"" Stroud added. Associations between prenatal exposure to both glucocorticoids -- particularly cortisol -- and tobacco smoke emerged only for daughters, which Stroud says it consistent with some recent research findings. ""Our findings highlight the particular vulnerability of daughters to long-term adverse outcomes following maternal stress and smoking during pregnancy,"" she said.""><b>Finding A:</b></span> Associations between prenatal exposure to both glucocorticoids -- particularly cortisol -- and tobacco smoke emerged only for daughters, which Stroud says it consistent with some recent research findings.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Thus, we propose that maternal cortisol levels might mediate the relation between MSDP and offspring ND. Given evidence for more pronounced MSDP-offspring smoking links in daughters (12-14, 16,17,19,24) and for sex differences in prenatal glucocorticoid levels (59) and offspring outcomes after prenatal glucocorticoid exposure (60), we also hypothesized that links between prenatal glucocorticoids and offspring ND would be stronger for daughters. showed associations between fetal testosterone exposure and alterations in responsiveness of neural reward regions and behavioral approach tendencies, both of which have been associated with ND .""><b>Finding B:</b></span> Given evidence for more pronounced MSDP-offspring smoking links in daughters (12-14, 16,17,19,24) and for sex differences in prenatal glucocorticoid levels (59) and offspring outcomes after prenatal glucocorticoid exposure (60), we also hypothesized that links between prenatal glucocorticoids and offspring ND would be stronger for daughters."					3																	
600b9a216e864a1f9316c1dd	Experience.html	Experience								2							2				4			
600b9a216e864a1f9316c1dd	Medicine_267	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The authors said this approach could better inform drought management by considering all vulnerabilities for people, agriculture and the environment. advertisement

Sobering findings

The team's results suggest that by the end of the century under a business-as-usual scenario, rainfall in Jordan will decrease by 30 percent, temperatures will increase by 6 degrees Celsius, and the number and duration of droughts will double. Flow from the Yarmouk River, an important source of water that flows from Syria, would decline by up to 75 percent.""><b>Finding A:</b></span> advertisement

Sobering findings

The team's results suggest that by the end of the century under a business-as-usual scenario, rainfall in Jordan will decrease by 30 percent, temperatures will increase by 6 degrees Celsius, and the number and duration of droughts will double.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Jordan cannot afford to be overly sanguine about the devastating consequences of droughts given preexisting regional vulnerabilities due to conflicts, immigration, dependence on transboundary river flow, and limited mitigation options . The latter two drought types indicate the potential additional manifestations of precipitation deficit, rising temperature, and land-use change. In both cases, Jordan receives a small fraction (about one-third) of transboundary flow than it relied upon in the prewar period 1980-2010.""><b>Finding B:</b></span> The latter two drought types indicate the potential additional manifestations of precipitation deficit, rising temperature, and land-use change."				2																		
600b9a216e864a1f9316c1dd	Medicine_tweet_23	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Counseling and medication greatly increases smokers' chances of quitting ""><b>Finding A:</b></span> Counseling and medication greatly increases smokers' chances of quitting <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: 8 Still, smokers who used medication and behavioral support reported higher levels of urges to smoke than did smokers who tried to quit unaided. After adjusting for this confounder, we found that smokers who use a combination of specialist behavioral support and medication in their quit attempts had almost 3 times the odds of success than did those who used neither medication nor behavioral support. We also found that smokers who bought nicotine replacement therapy (NRT) over the counter with no behavioral support had similar odds of success at stopping as did those who stop without any aid.""><b>Finding B:</b></span> After adjusting for this confounder, we found that smokers who use a combination of specialist behavioral support and medication in their quit attempts had almost 3 times the odds of success than did those who used neither medication nor behavioral support."						1																
600b9a216e864a1f9316c1dd	test_question_testing_Finding A	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding A.						1																
600b9a216e864a1f9316c1dd	Medicine_432	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: This probably doesn't come as a surprise to anyone familiar with social media. ""Increases in Flickr photo counts with particular labels may reveal notable increases in attention to a particular issue, which in some cases may merit further investigation for policymakers."" Through their analysis, scientists from the Warwick Business School found that as atmospheric pressure in New Jersey decreased - something that happens as a hurricane intensifies - so did the number of Hurricane Sandy-related Flickr uploads, and vice versa.""><b>Finding A:</b></span> ""Increases in Flickr photo counts with particular labels may reveal notable increases in attention to a particular issue, which in some cases may merit further investigation for policymakers.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Visualization of the data reveals that the normalized number of photos taken increased continuously while ''Sandy'' was moving toward the coast of the United States ( Figure 1A ). We find a striking correlation between the moving average of the normalized number of Hurricane Sandy related Flickr photos taken and the atmospheric pressure in New Jersey for Dt 5 24 hours (Kendall's tau 5 20.37, z 5 215.14, p , 0.001). Notably, the time of landfall of Hurricane Sandy not only marks the time of lowest air pressure, but also the time at which the largest number of Flickr photos labeled with terms related to Hurricane Sandy were taken.""><b>Finding B:</b></span> We find a striking correlation between the moving average of the normalized number of Hurricane Sandy related Flickr photos taken and the atmospheric pressure in New Jersey for Dt 5 24 hours (Kendall's tau 5 20.37, z 5 215.14, p , 0.001)."					3																	
600b9a216e864a1f9316c1dd	Medicine_214	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""The Society's recommendations allow physicians to make the diagnosis if clear symptoms are present without resorting to universal hormone tests or ultrasound screening."" In the CPG, The Endocrine Society recommends that a diagnosis be made if adult women have two of the three cardinal features of PCOS (diagnostic criteria supported by the NIH panel): * Excess production of male hormones called androgens. Other recommendations from the CPG include:

* Because women with PCOS face an increased risk of pregnancy complications such as gestational diabetes, preterm delivery and preeclampsia that can be exacerbated by obesity, women should have their body mass index, blood pressure and oral glucose tolerance assessed prior to conceiving;

* Following diagnosis, women with PCOS should be examined for skin and hair complications including excess hair growth and acne;

* Although women with PCOS have some of the same risk factors associated with the development of endometrial cancer, they should not routinely undergo ultrasound screening for endometrial thickness;

* To gauge metabolic risk, adolescents and adult women with PCOS should be screened for increased obesity using body mass index and waist circumference measurements;

* Clinicians should give adolescents and adult women with PCOS an oral glucose tolerance test to check for type 2 diabetes or impaired glucose tolerance because they are at increased risk of these conditions; and

* Initial treatment of type 2 diabetes or impaired glucose tolerance in women with PCOS should be diet and exercise, with metformin as a second-line therapy.""><b>Finding A:</b></span> ""The Society's recommendations allow physicians to make the diagnosis if clear symptoms are present without resorting to universal hormone tests or ultrasound screening.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: These criteria allow the diagnosis to be made clinically (based upon a history of hyperandrogenic chronic anovulation) as well as biochemically with androgen assays or with ultrasound examination of the ovaries. We do not endorse the need for universal screening with androgen assays or ultrasound if patients already meet two of the three criteria clinically. It is recommended that the features leading to the diagnosis are documented.""><b>Finding B:</b></span> We do not endorse the need for universal screening with androgen assays or ultrasound if patients already meet two of the three criteria clinically."					3																	
645612cc50e50ba936bc0af9	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
645612cc50e50ba936bc0af9	Medicine_tweet_108	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Insomnia and migraine as closely related"" as per researchers from South Korea representing various colleges – ""><b>Finding A:</b></span> ""Insomnia and migraine as closely related"" as per researchers from South Korea representing various colleges – <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In contrast, insomnia has a significant impact on the clinical presentation of migraine. Migraineurs with insomnia experienced a higher headache intensity and impact of headache (HIT-6 score) compared to migraineurs without insomnia (Table 3) . It is possible that their distinct anatomy and pathophysiology contribute to the contrast findings.""><b>Finding B:</b></span> Migraineurs with insomnia experienced a higher headache intensity and impact of headache (HIT-6 score) compared to migraineurs without insomnia (Table 3) ."						1																
645612cc50e50ba936bc0af9	Medicine_tweet_14	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Our new paper using MTurk finds no evidence that artificial monitoring cues influence online donations to charity ""><b>Finding A:</b></span> Our new paper using MTurk finds no evidence that artificial monitoring cues influence online donations to charity <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: By contrast, the control variables of culture, age, sex and previous charity giving frequency did predict donations. This work supports the importance of cultural differences and enduring individual differences in prosocial behaviour and shows that a range of artificial monitoring cues do not reliably boost online charity donation on MTurk. None of the monitoring primes we tested had a significant effect on charitable giving.""><b>Finding B:</b></span> This work supports the importance of cultural differences and enduring individual differences in prosocial behaviour and shows that a range of artificial monitoring cues do not reliably boost online charity donation on MTurk."				2																		
645612cc50e50ba936bc0af9	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.					3																	
645612cc50e50ba936bc0af9	Medicine_440	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions. The researchers also found that during transcription, the structure formed by the enhancer and gene becomes more compact, suggesting a change in the DNA in that region. advertisement

Given that there can be numerous genes between the enhancer and its target, it is remarkable that enhancers can reach the exact target at the right time for that gene to become active, the researchers said.""><b>Finding A:</b></span> The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Even for a compact genome such as Drosophila melanogaster, at least 30% of enhancer-promoter interactions occur over 20 kb, and in many cases over intervening genes . We show that sustained proximity of the enhancer to its target is required for activation. Transcription in turn affects the three-dimensional topology as it enhances the temporal stability of the proximal conformation and is associated with further spatial compaction.""><b>Finding B:</b></span> We show that sustained proximity of the enhancer to its target is required for activation."				2																		
645612cc50e50ba936bc0af9	Medicine_tweet_8	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences ""><b>Finding A:</b></span> More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Recognizing that cell biology is not uniform, especially in the lower urinary tract of females and males, is crucial for providing context and relevance for diverse fields of biomedical investigation. This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research. First, the differences in overall cell populations are discussed in the detrusor smooth muscle, urothelium, and trigone.""><b>Finding B:</b></span> This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research."				2																		
645612cc50e50ba936bc0af9	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
645612cc50e50ba936bc0af9	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
645612cc50e50ba936bc0af9	Medicine_87	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: This may have happened, the researchers surmise, because consumers wanted to get their ""money's worth"" - that is, they consumed more of the refill since they had already paid for it. But data from two additional experiments indicate that this unintended increase in consumption can be dampened somewhat by requiring people to get the refills themselves. ""Taken together, these results suggest that this method of complying with a sugary-drink portion limit could have the perverse effect of increasing consumption,"" the researchers write.""><b>Finding A:</b></span> But data from two additional experiments indicate that this unintended increase in consumption can be dampened somewhat by requiring people to get the refills themselves.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: However, at least in this instance, it did not achieve the intended purpose of reducing consumption. Experiment 3a suggests that requiring participants to get their own refills alleviates the perverse effect of the free-refill response to a portion cap. Of 285 participants, 48.4% were male and 50.5% were female; 1.1% did not report their gender.""><b>Finding B:</b></span> Experiment 3a suggests that requiring participants to get their own refills alleviates the perverse effect of the free-refill response to a portion cap."				2																		
645612cc50e50ba936bc0af9	Medicine_tweet_61	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Consumption of #processed #meat may increase risk of #breast #cancer ""><b>Finding A:</b></span> Consumption of #processed #meat may increase risk of #breast #cancer <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This was due to the absolute risk already being higher in this sub-group; among participants who ate no processed meat, the incidence of breast cancer was 2.46 per 1,000 population per annum among those with low intake of cooked vegetables compared with only 2.01 per 1,000 per annum among those with high vegetable intake. Among participants who had the highest intake of processed meat, the incidence of breast cancer was 2.55 per 1,000 population per annum among those with low cooked vegetable intake and 2.35 per 1,000 per annum among those with high intake. There was no significant interaction with menopausal status.""><b>Finding B:</b></span> Among participants who had the highest intake of processed meat, the incidence of breast cancer was 2.55 per 1,000 population per annum among those with low cooked vegetable intake and 2.35 per 1,000 per annum among those with high intake."				2																		
645612cc50e50ba936bc0af9	Experience.html	Experience									5			5					5					
645612cc50e50ba936bc0af9	Medicine_412	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Fructose may instead activate pathways that increase the appeal of food. When people drank fructose, the food images produced more activity in the orbitofrontal cortex than when they consumed glucose. People who had just consumed fructose were more likely to forgo the delayed payday in favor of food compared with those who had just received glucose (Proc.""><b>Finding A:</b></span> When people drank fructose, the food images produced more activity in the orbitofrontal cortex than when they consumed glucose.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Significance Fructose compared with glucose may be a weaker suppressor of appetite. We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex. Ingestion of fructose versus glucose also led to greater hunger and desire for food and a greater willingness to give up long-term monetary rewards to obtain immediate high-calorie foods.""><b>Finding B:</b></span> We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex."					3																	
645612cc50e50ba936bc0af9	Medicine_36	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Older adults are a diverse group of patients whose risk of postoperative complications is not solely defined by their age, comorbidities or the type of surgical procedure they receive,"" said Dr. Watt. ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."" The review did not examine why frailty was associated with negative outcomes following surgery, but the authors hypothesize that frailty and not older age was associated with postoperative complications because frailty represents a patient's biological age as opposed to their chronological age.""><b>Finding A:</b></span> ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This is a limitation that is inherent in the prognosis literature that we hope will be overcome in the future by improved quality of reporting. Our study had a number of strengths. The hypothesis-generating nature of this study allowed for the identification of prognostic factors that are potentially modifiable in the preoperative setting, which could lead to better surgical outcomes for older adults undergoing elective surgery.""><b>Finding B:</b></span> Our study had a number of strengths."						1																
645612cc50e50ba936bc0af9	Medicine_tweet_15	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: #PreventingType2 #breastfeeding  @username  breastfeeding  duration is independently associated with lower incidence of diabetes. ""><b>Finding A:</b></span> #PreventingType2 #breastfeeding  @username  breastfeeding  duration is independently associated with lower incidence of diabetes. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: There was no evidence of effect modification by race, GD, or parity. This study provides longitudinal biochemical evidence that lactation duration is independently associated with lower incidence of diabetes. Further investigation is required to elucidate mechanisms that may explain this relationship.""><b>Finding B:</b></span> This study provides longitudinal biochemical evidence that lactation duration is independently associated with lower incidence of diabetes."				2																		
645612cc50e50ba936bc0af9	Medicine_417	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: This may explain why pride is a target of righteous indignation around the world. ""A careful mapping of this emotion suggests a different view, however,"" he continues. ""Pride appears to be an elegantly engineered emotion: It makes you pursue socially valued courses of action, and it facilitates the gains in esteem that make those actions worth pursuing.""""><b>Finding A:</b></span> ""Pride appears to be an elegantly engineered emotion: It makes you pursue socially valued courses of action, and it facilitates the gains in esteem that make those actions worth pursuing.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Further, pride is specific to audience valuation: Emotions that co-activate with pride, such as happiness and excitement, do not track audience valuation uniquely and reliably. This suggests that pride, rather than other positive emotions, is distinctively involved in social valuation. Further evidence to demonstrate domain-specificity is needed, however.""><b>Finding B:</b></span> This suggests that pride, rather than other positive emotions, is distinctively involved in social valuation."						1																
645612cc50e50ba936bc0af9	Medicine_tweet_161	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: How mothers of kids w #obesity limit their intake of junk food.
Proud of this work with @username @username . @username ""><b>Finding A:</b></span> How mothers of kids w #obesity limit their intake of junk food.
Proud of this work with @username @username . @username <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In addition, mothers' behavior may have been influenced by knowledge that they were participating in a study about feeding behaviors. The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research. Direct imperatives may have a healthy, adaptive role in approaches to feeding to prevent childhood obesity; they deserve careful consideration in future work.""><b>Finding B:</b></span> The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research."				2																		
645612cc50e50ba936bc0af9	Medicine_42	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""The data are really striking,"" said Gabrielle Nevitt, professor of neurobiology, physiology and behavior at UC Davis and co-author on the paper with graduate student Matthew Savoca. This suggests that marine top predators are important in climate regulation, although they are mostly left out of climate models, Nevitt said. ""In addition to studying how these marine top predators are responding to climate change, our data suggest that more attention should be focused on how ecological systems, themselves, impact climate.""><b>Finding A:</b></span> This suggests that marine top predators are important in climate regulation, although they are mostly left out of climate models, Nevitt said.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This study demonstrates that dimethyl sulfide, a chemical cue involved in global climate regulation, mediates a tritrophic mutualistic interaction between marine apex predators and primary producers. Our results imply that marine top predators play a critical role in maintaining both ocean health and global climate. Our results highlight the need for more collaboration and discussion between micro-and macroscale biologists working on global issues in the Southern Ocean.""><b>Finding B:</b></span> Our results imply that marine top predators play a critical role in maintaining both ocean health and global climate."						1																
5fa472cf29a8e70f22c5d521	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
5fa472cf29a8e70f22c5d521	Medicine_tweet_108	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Insomnia and migraine as closely related"" as per researchers from South Korea representing various colleges – ""><b>Finding A:</b></span> ""Insomnia and migraine as closely related"" as per researchers from South Korea representing various colleges – <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In contrast, insomnia has a significant impact on the clinical presentation of migraine. Migraineurs with insomnia experienced a higher headache intensity and impact of headache (HIT-6 score) compared to migraineurs without insomnia (Table 3) . It is possible that their distinct anatomy and pathophysiology contribute to the contrast findings.""><b>Finding B:</b></span> Migraineurs with insomnia experienced a higher headache intensity and impact of headache (HIT-6 score) compared to migraineurs without insomnia (Table 3) ."						1																
5fa472cf29a8e70f22c5d521	Medicine_tweet_14	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Our new paper using MTurk finds no evidence that artificial monitoring cues influence online donations to charity ""><b>Finding A:</b></span> Our new paper using MTurk finds no evidence that artificial monitoring cues influence online donations to charity <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: By contrast, the control variables of culture, age, sex and previous charity giving frequency did predict donations. This work supports the importance of cultural differences and enduring individual differences in prosocial behaviour and shows that a range of artificial monitoring cues do not reliably boost online charity donation on MTurk. None of the monitoring primes we tested had a significant effect on charitable giving.""><b>Finding B:</b></span> This work supports the importance of cultural differences and enduring individual differences in prosocial behaviour and shows that a range of artificial monitoring cues do not reliably boost online charity donation on MTurk."						1																
5fa472cf29a8e70f22c5d521	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.					3																	
5fa472cf29a8e70f22c5d521	Medicine_440	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions. The researchers also found that during transcription, the structure formed by the enhancer and gene becomes more compact, suggesting a change in the DNA in that region. advertisement

Given that there can be numerous genes between the enhancer and its target, it is remarkable that enhancers can reach the exact target at the right time for that gene to become active, the researchers said.""><b>Finding A:</b></span> The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Even for a compact genome such as Drosophila melanogaster, at least 30% of enhancer-promoter interactions occur over 20 kb, and in many cases over intervening genes . We show that sustained proximity of the enhancer to its target is required for activation. Transcription in turn affects the three-dimensional topology as it enhances the temporal stability of the proximal conformation and is associated with further spatial compaction.""><b>Finding B:</b></span> We show that sustained proximity of the enhancer to its target is required for activation."				2																		
5fa472cf29a8e70f22c5d521	Medicine_tweet_8	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences ""><b>Finding A:</b></span> More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Recognizing that cell biology is not uniform, especially in the lower urinary tract of females and males, is crucial for providing context and relevance for diverse fields of biomedical investigation. This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research. First, the differences in overall cell populations are discussed in the detrusor smooth muscle, urothelium, and trigone.""><b>Finding B:</b></span> This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research."				2																		
5fa472cf29a8e70f22c5d521	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
5fa472cf29a8e70f22c5d521	Medicine_87	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: This may have happened, the researchers surmise, because consumers wanted to get their ""money's worth"" - that is, they consumed more of the refill since they had already paid for it. But data from two additional experiments indicate that this unintended increase in consumption can be dampened somewhat by requiring people to get the refills themselves. ""Taken together, these results suggest that this method of complying with a sugary-drink portion limit could have the perverse effect of increasing consumption,"" the researchers write.""><b>Finding A:</b></span> But data from two additional experiments indicate that this unintended increase in consumption can be dampened somewhat by requiring people to get the refills themselves.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: However, at least in this instance, it did not achieve the intended purpose of reducing consumption. Experiment 3a suggests that requiring participants to get their own refills alleviates the perverse effect of the free-refill response to a portion cap. Of 285 participants, 48.4% were male and 50.5% were female; 1.1% did not report their gender.""><b>Finding B:</b></span> Experiment 3a suggests that requiring participants to get their own refills alleviates the perverse effect of the free-refill response to a portion cap."					3																	
5fa472cf29a8e70f22c5d521	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2																		
5fa472cf29a8e70f22c5d521	Medicine_tweet_61	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Consumption of #processed #meat may increase risk of #breast #cancer ""><b>Finding A:</b></span> Consumption of #processed #meat may increase risk of #breast #cancer <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This was due to the absolute risk already being higher in this sub-group; among participants who ate no processed meat, the incidence of breast cancer was 2.46 per 1,000 population per annum among those with low intake of cooked vegetables compared with only 2.01 per 1,000 per annum among those with high vegetable intake. Among participants who had the highest intake of processed meat, the incidence of breast cancer was 2.55 per 1,000 population per annum among those with low cooked vegetable intake and 2.35 per 1,000 per annum among those with high intake. There was no significant interaction with menopausal status.""><b>Finding B:</b></span> Among participants who had the highest intake of processed meat, the incidence of breast cancer was 2.55 per 1,000 population per annum among those with low cooked vegetable intake and 2.35 per 1,000 per annum among those with high intake."						1																
5fa472cf29a8e70f22c5d521	Experience.html	Experience										4			3					3				
