user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat certain	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	"span_annotation:::<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Palabras que indican incertidumbre</font></font>"	span_annotation:::Words indicating certainty	span_annotation:::Words indicating uncertainty
61670ac6a61ee4c84e390f94	Certainty Examples.html	Certainty Examples																								I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
61670ac6a61ee4c84e390f94	Medicine_440_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Even for a compact genome such as Drosophila melanogaster, at least 30% of enhancer-promoter interactions occur over 20 kb, and in many cases over intervening genes . We show that sustained proximity of the enhancer to its target is required for activation. Transcription in turn affects the three-dimensional topology as it enhances the temporal stability of the proximal conformation and is associated with further spatial compaction.""><b>Finding:</b></span> We show that sustained proximity of the enhancer to its target is required for activation."	2																								[]	[]	[]
61670ac6a61ee4c84e390f94	Medicine_tweet_161_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In addition, mothers' behavior may have been influenced by knowledge that they were participating in a study about feeding behaviors. The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research. Direct imperatives may have a healthy, adaptive role in approaches to feeding to prevent childhood obesity; they deserve careful consideration in future work.""><b>Finding:</b></span> The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research."	2																								[]	[]	[]
61670ac6a61ee4c84e390f94	Medicine_36_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Older adults are a diverse group of patients whose risk of postoperative complications is not solely defined by their age, comorbidities or the type of surgical procedure they receive,"" said Dr. Watt. ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."" The review did not examine why frailty was associated with negative outcomes following surgery, but the authors hypothesize that frailty and not older age was associated with postoperative complications because frailty represents a patient's biological age as opposed to their chronological age.""><b>Finding:</b></span> ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."""				3																					[]	[]	[]
61670ac6a61ee4c84e390f94	Medicine_36_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This is a limitation that is inherent in the prognosis literature that we hope will be overcome in the future by improved quality of reporting. Our study had a number of strengths. The hypothesis-generating nature of this study allowed for the identification of prognostic factors that are potentially modifiable in the preoperative setting, which could lead to better surgical outcomes for older adults undergoing elective surgery.""><b>Finding:</b></span> Our study had a number of strengths."		4																							[]	[]	[]
61670ac6a61ee4c84e390f94	Medicine_412_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Significance Fructose compared with glucose may be a weaker suppressor of appetite. We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex. Ingestion of fructose versus glucose also led to greater hunger and desire for food and a greater willingness to give up long-term monetary rewards to obtain immediate high-calorie foods.""><b>Finding:</b></span> We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex."				3																					[]	[]	[]
61670ac6a61ee4c84e390f94	Medicine_tweet_8_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences ""><b>Finding:</b></span> More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences "	2																								[]	[]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_440_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions. The researchers also found that during transcription, the structure formed by the enhancer and gene becomes more compact, suggesting a change in the DNA in that region. advertisement

Given that there can be numerous genes between the enhancer and its target, it is remarkable that enhancers can reach the exact target at the right time for that gene to become active, the researchers said.""><b>Finding:</b></span> The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions."		4																							[]	[{'start': 755, 'end': 768, 'span': 'demonstrates ', 'annotation': 'Words indicating certainty'}, {'start': 824, 'end': 836, 'span': 'is necessary', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Consent.html	Consent																					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_tweet_61_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consumption of #processed #meat may increase risk of #breast #cancer ""><b>Finding:</b></span> Consumption of #processed #meat may increase risk of #breast #cancer "				3																					[]	[{'start': 283, 'end': 295, 'span': 'may increase', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_412_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Fructose may instead activate pathways that increase the appeal of food. When people drank fructose, the food images produced more activity in the orbitofrontal cortex than when they consumed glucose. People who had just consumed fructose were more likely to forgo the delayed payday in favor of food compared with those who had just received glucose (Proc.""><b>Finding:</b></span> When people drank fructose, the food images produced more activity in the orbitofrontal cortex than when they consumed glucose."		4																							[]	[{'start': 583, 'end': 605, 'span': 'produced more activity', 'annotation': 'Words indicating certainty'}, {'start': 634, 'end': 643, 'span': 'than when', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_tweet_8_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Recognizing that cell biology is not uniform, especially in the lower urinary tract of females and males, is crucial for providing context and relevance for diverse fields of biomedical investigation. This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research. First, the differences in overall cell populations are discussed in the detrusor smooth muscle, urothelium, and trigone.""><b>Finding:</b></span> This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research."	2																								[]	[]	[{'start': 698, 'end': 720, 'span': 'serves to characterize', 'annotation': 'Words indicating uncertainty'}]
60e2ebb6ad1d5ee0e515a7c5	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.				3																					[]	[]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_tweet_161_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: How mothers of kids w #obesity limit their intake of junk food.
Proud of this work with @username @username . @username ""><b>Finding:</b></span> How mothers of kids w #obesity limit their intake of junk food.
Proud of this work with @username @username . @username "				3																					[]	[{'start': 368, 'end': 386, 'span': 'Proud of this work', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Certainty Examples.html	Certainty Examples																								I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_440_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Even for a compact genome such as Drosophila melanogaster, at least 30% of enhancer-promoter interactions occur over 20 kb, and in many cases over intervening genes . We show that sustained proximity of the enhancer to its target is required for activation. Transcription in turn affects the three-dimensional topology as it enhances the temporal stability of the proximal conformation and is associated with further spatial compaction.""><b>Finding:</b></span> We show that sustained proximity of the enhancer to its target is required for activation."				3																					[]	[{'start': 619, 'end': 626, 'span': 'We show', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_tweet_161_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In addition, mothers' behavior may have been influenced by knowledge that they were participating in a study about feeding behaviors. The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research. Direct imperatives may have a healthy, adaptive role in approaches to feeding to prevent childhood obesity; they deserve careful consideration in future work.""><b>Finding:</b></span> The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research."				3																					[]	[{'start': 748, 'end': 756, 'span': 'may have', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_36_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Older adults are a diverse group of patients whose risk of postoperative complications is not solely defined by their age, comorbidities or the type of surgical procedure they receive,"" said Dr. Watt. ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."" The review did not examine why frailty was associated with negative outcomes following surgery, but the authors hypothesize that frailty and not older age was associated with postoperative complications because frailty represents a patient's biological age as opposed to their chronological age.""><b>Finding:</b></span> ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."""				3																					[]	[{'start': 981, 'end': 988, 'span': 'common ', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_36_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This is a limitation that is inherent in the prognosis literature that we hope will be overcome in the future by improved quality of reporting. Our study had a number of strengths. The hypothesis-generating nature of this study allowed for the identification of prognostic factors that are potentially modifiable in the preoperative setting, which could lead to better surgical outcomes for older adults undergoing elective surgery.""><b>Finding:</b></span> Our study had a number of strengths."		4																							[]	[{'start': 625, 'end': 628, 'span': 'had', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_412_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Significance Fructose compared with glucose may be a weaker suppressor of appetite. We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex. Ingestion of fructose versus glucose also led to greater hunger and desire for food and a greater willingness to give up long-term monetary rewards to obtain immediate high-calorie foods.""><b>Finding:</b></span> We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex."		4																							[]	[{'start': 665, 'end': 672, 'span': 'We show', 'annotation': 'Words indicating certainty'}]	[]
60e2ebb6ad1d5ee0e515a7c5	Medicine_tweet_8_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences ""><b>Finding:</b></span> More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences "	2																								[]	[]	[{'start': 397, 'end': 450, 'span': 'More attention needs to be dedicated to investigating', 'annotation': 'Words indicating uncertainty'}]
645612cc50e50ba936bc0af9	Experience.html	Experience								5					5						1						[]	[]	[]
645612cc50e50ba936bc0af9	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.	2																								[]	[]	[]
645612cc50e50ba936bc0af9	Consent.html	Consent																					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_440_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions. The researchers also found that during transcription, the structure formed by the enhancer and gene becomes more compact, suggesting a change in the DNA in that region. advertisement

Given that there can be numerous genes between the enhancer and its target, it is remarkable that enhancers can reach the exact target at the right time for that gene to become active, the researchers said.""><b>Finding:</b></span> The video demonstrates that physical contact between the enhancer and the gene is necessary to activate transcription, the first step in reading the genetic instructions."		4																							[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_tweet_61_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consumption of #processed #meat may increase risk of #breast #cancer ""><b>Finding:</b></span> Consumption of #processed #meat may increase risk of #breast #cancer "				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_412_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Fructose may instead activate pathways that increase the appeal of food. When people drank fructose, the food images produced more activity in the orbitofrontal cortex than when they consumed glucose. People who had just consumed fructose were more likely to forgo the delayed payday in favor of food compared with those who had just received glucose (Proc.""><b>Finding:</b></span> When people drank fructose, the food images produced more activity in the orbitofrontal cortex than when they consumed glucose."				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_tweet_8_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Recognizing that cell biology is not uniform, especially in the lower urinary tract of females and males, is crucial for providing context and relevance for diverse fields of biomedical investigation. This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research. First, the differences in overall cell populations are discussed in the detrusor smooth muscle, urothelium, and trigone.""><b>Finding:</b></span> This review serves to characterize the current understanding of biological sex differences between female and male lower urinary tracts, while identifying areas for future research."				3																					[]	[]	[]
645612cc50e50ba936bc0af9	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_tweet_161_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: How mothers of kids w #obesity limit their intake of junk food.
Proud of this work with @username @username . @username ""><b>Finding:</b></span> How mothers of kids w #obesity limit their intake of junk food.
Proud of this work with @username @username . @username "	2																								[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_tweet_61_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This was due to the absolute risk already being higher in this sub-group; among participants who ate no processed meat, the incidence of breast cancer was 2.46 per 1,000 population per annum among those with low intake of cooked vegetables compared with only 2.01 per 1,000 per annum among those with high vegetable intake. Among participants who had the highest intake of processed meat, the incidence of breast cancer was 2.55 per 1,000 population per annum among those with low cooked vegetable intake and 2.35 per 1,000 per annum among those with high intake. There was no significant interaction with menopausal status.""><b>Finding:</b></span> Among participants who had the highest intake of processed meat, the incidence of breast cancer was 2.55 per 1,000 population per annum among those with low cooked vegetable intake and 2.35 per 1,000 per annum among those with high intake."		4																							[]	[]	[]
645612cc50e50ba936bc0af9	Certainty Examples.html	Certainty Examples																								I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_440_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Even for a compact genome such as Drosophila melanogaster, at least 30% of enhancer-promoter interactions occur over 20 kb, and in many cases over intervening genes . We show that sustained proximity of the enhancer to its target is required for activation. Transcription in turn affects the three-dimensional topology as it enhances the temporal stability of the proximal conformation and is associated with further spatial compaction.""><b>Finding:</b></span> We show that sustained proximity of the enhancer to its target is required for activation."				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_tweet_161_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In addition, mothers' behavior may have been influenced by knowledge that they were participating in a study about feeding behaviors. The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research. Direct imperatives may have a healthy, adaptive role in approaches to feeding to prevent childhood obesity; they deserve careful consideration in future work.""><b>Finding:</b></span> The finding that mothers of children with obesity used more direct imperatives to restrict eating may have important implications for practice guidelines and future research."				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_36_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Older adults are a diverse group of patients whose risk of postoperative complications is not solely defined by their age, comorbidities or the type of surgical procedure they receive,"" said Dr. Watt. ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."" The review did not examine why frailty was associated with negative outcomes following surgery, but the authors hypothesize that frailty and not older age was associated with postoperative complications because frailty represents a patient's biological age as opposed to their chronological age.""><b>Finding:</b></span> ""This study highlights how common postoperative complications are among older adults undergoing elective surgery, and the importance of geriatric syndromes, including frailty, in identifying older adults who may be at risk."""				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_36_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This is a limitation that is inherent in the prognosis literature that we hope will be overcome in the future by improved quality of reporting. Our study had a number of strengths. The hypothesis-generating nature of this study allowed for the identification of prognostic factors that are potentially modifiable in the preoperative setting, which could lead to better surgical outcomes for older adults undergoing elective surgery.""><b>Finding:</b></span> Our study had a number of strengths."				3																					[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_412_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Significance Fructose compared with glucose may be a weaker suppressor of appetite. We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex. Ingestion of fructose versus glucose also led to greater hunger and desire for food and a greater willingness to give up long-term monetary rewards to obtain immediate high-calorie foods.""><b>Finding:</b></span> We show that the ingestion of fructose compared with glucose resulted in smaller increases in plasma insulin levels and greater brain responses to food cues in the visual cortex and left orbital frontal cortex."		4																							[]	[]	[]
645612cc50e50ba936bc0af9	Medicine_tweet_8_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences ""><b>Finding:</b></span> More attention needs to be dedicated to investigating the varied development, function, and biology in lower urinary tract between females and males on a cellular level, a new review paper explains. #sexdifferences "		4																							[]	[]	[]
602445b2bde34010a48b49a8	Medicine_42_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The data are really striking,"" said Gabrielle Nevitt, professor of neurobiology, physiology and behavior at UC Davis and co-author on the paper with graduate student Matthew Savoca. This suggests that marine top predators are important in climate regulation, although they are mostly left out of climate models, Nevitt said. ""In addition to studying how these marine top predators are responding to climate change, our data suggest that more attention should be focused on how ecological systems, themselves, impact climate.""><b>Finding:</b></span> This suggests that marine top predators are important in climate regulation, although they are mostly left out of climate models, Nevitt said."	2																								[]	[]	[{'start': 822, 'end': 830, 'span': 'suggests', 'annotation': 'Words indicating uncertainty'}]
602445b2bde34010a48b49a8	Medicine_42_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This study demonstrates that dimethyl sulfide, a chemical cue involved in global climate regulation, mediates a tritrophic mutualistic interaction between marine apex predators and primary producers. Our results imply that marine top predators play a critical role in maintaining both ocean health and global climate. Our results highlight the need for more collaboration and discussion between micro-and macroscale biologists working on global issues in the Southern Ocean.""><b>Finding:</b></span> Our results imply that marine top predators play a critical role in maintaining both ocean health and global climate."	2																								[]	[]	[{'start': 669, 'end': 674, 'span': 'imply', 'annotation': 'Words indicating uncertainty'}]
602445b2bde34010a48b49a8	Medicine_tweet_15_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There was no evidence of effect modification by race, GD, or parity. This study provides longitudinal biochemical evidence that lactation duration is independently associated with lower incidence of diabetes. Further investigation is required to elucidate mechanisms that may explain this relationship.""><b>Finding:</b></span> This study provides longitudinal biochemical evidence that lactation duration is independently associated with lower incidence of diabetes."		4																							[]	[{'start': 530, 'end': 538, 'span': 'evidence', 'annotation': 'Words indicating certainty'}, {'start': 580, 'end': 590, 'span': 'associated', 'annotation': 'Words indicating certainty'}]	[]
602445b2bde34010a48b49a8	Medicine_tweet_14_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our new paper using MTurk finds no evidence that artificial monitoring cues influence online donations to charity ""><b>Finding:</b></span> Our new paper using MTurk finds no evidence that artificial monitoring cues influence online donations to charity "		4																							[]	[{'start': 322, 'end': 339, 'span': 'finds no evidence', 'annotation': 'Words indicating certainty'}]	[]
602445b2bde34010a48b49a8	Medicine_417_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Further, pride is specific to audience valuation: Emotions that co-activate with pride, such as happiness and excitement, do not track audience valuation uniquely and reliably. This suggests that pride, rather than other positive emotions, is distinctively involved in social valuation. Further evidence to demonstrate domain-specificity is needed, however.""><b>Finding:</b></span> This suggests that pride, rather than other positive emotions, is distinctively involved in social valuation."	2																								[]	[]	[{'start': 545, 'end': 553, 'span': 'suggests', 'annotation': 'Words indicating uncertainty'}]
602445b2bde34010a48b49a8	Experience.html	Experience								5				3							1						[]	[]	[]
602445b2bde34010a48b49a8	Consent.html	Consent																					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]	[]
602445b2bde34010a48b49a8	Medicine_87_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This may have happened, the researchers surmise, because consumers wanted to get their ""money's worth"" - that is, they consumed more of the refill since they had already paid for it. But data from two additional experiments indicate that this unintended increase in consumption can be dampened somewhat by requiring people to get the refills themselves. ""Taken together, these results suggest that this method of complying with a sugary-drink portion limit could have the perverse effect of increasing consumption,"" the researchers write.""><b>Finding:</b></span> But data from two additional experiments indicate that this unintended increase in consumption can be dampened somewhat by requiring people to get the refills themselves."			1																						[]	[]	[{'start': 958, 'end': 964, 'span': 'can be', 'annotation': 'Words indicating uncertainty'}, {'start': 974, 'end': 982, 'span': 'somewhat', 'annotation': 'Words indicating uncertainty'}]
602445b2bde34010a48b49a8	Medicine_417_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This may explain why pride is a target of righteous indignation around the world. ""A careful mapping of this emotion suggests a different view, however,"" he continues. ""Pride appears to be an elegantly engineered emotion: It makes you pursue socially valued courses of action, and it facilitates the gains in esteem that make those actions worth pursuing.""""><b>Finding:</b></span> ""Pride appears to be an elegantly engineered emotion: It makes you pursue socially valued courses of action, and it facilitates the gains in esteem that make those actions worth pursuing."""				3																					[]	[{'start': 658, 'end': 671, 'span': 'appears to be', 'annotation': 'Words indicating certainty'}]	[]
602445b2bde34010a48b49a8	Medicine_87_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, at least in this instance, it did not achieve the intended purpose of reducing consumption. Experiment 3a suggests that requiring participants to get their own refills alleviates the perverse effect of the free-refill response to a portion cap. Of 285 participants, 48.4% were male and 50.5% were female; 1.1% did not report their gender.""><b>Finding:</b></span> Experiment 3a suggests that requiring participants to get their own refills alleviates the perverse effect of the free-refill response to a portion cap."	2																								[]	[]	[{'start': 544, 'end': 552, 'span': 'suggests', 'annotation': 'Words indicating uncertainty'}]
602445b2bde34010a48b49a8	Medicine_tweet_15_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: #PreventingType2 #breastfeeding  @username  breastfeeding  duration is independently associated with lower incidence of diabetes. ""><b>Finding:</b></span> #PreventingType2 #breastfeeding  @username  breastfeeding  duration is independently associated with lower incidence of diabetes. "		4																							[]	[{'start': 412, 'end': 422, 'span': 'associated', 'annotation': 'Words indicating certainty'}]	[]
602445b2bde34010a48b49a8	Medicine_tweet_14_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: By contrast, the control variables of culture, age, sex and previous charity giving frequency did predict donations. This work supports the importance of cultural differences and enduring individual differences in prosocial behaviour and shows that a range of artificial monitoring cues do not reliably boost online charity donation on MTurk. None of the monitoring primes we tested had a significant effect on charitable giving.""><b>Finding:</b></span> This work supports the importance of cultural differences and enduring individual differences in prosocial behaviour and shows that a range of artificial monitoring cues do not reliably boost online charity donation on MTurk."		4																							[]	[{'start': 622, 'end': 630, 'span': 'supports', 'annotation': 'Words indicating certainty'}, {'start': 733, 'end': 739, 'span': 'shows ', 'annotation': 'Words indicating certainty'}]	[]
602445b2bde34010a48b49a8	Medicine_tweet_108_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Insomnia and migraine as closely related"" as per researchers from South Korea representing various colleges – ""><b>Finding:</b></span> ""Insomnia and migraine as closely related"" as per researchers from South Korea representing various colleges – "	2																								[]	[]	[{'start': 365, 'end': 372, 'span': 'closely', 'annotation': 'Words indicating uncertainty'}]
602445b2bde34010a48b49a8	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.				3																					[]	[]	[]
602445b2bde34010a48b49a8	Certainty Examples.html	Certainty Examples																								I carefully went over the examples and the instructions.:::Yes	[]	[]	[]
602445b2bde34010a48b49a8	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.			1																						[]	[]	[]
